grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,project_closed_by,project_closed_date,project_closed_time,ntd_id,itp_id,name_NTD_Airtable,doing_business_as,reporter_acronym,organization_type,reporter_type,city,county,mobility_services_operated,merge_status,vehicle_purchase,operating_assistance,mobility_management,hardware_software_purchase,communications,facilities_eqp,surveillance,subsidy,project_categories
2017,5310 Exp,CA-2017-169 | 0017000186-E,2017,Amador Transit,BCG0001035,Operating Assistance,300901,64AO18-00677,30144.0,30144.0,30144.0,0.0,0,Open,,,,9R02-91000,11.0,Amador Regional Transit System,,ARTS,Independent Public Agency or Authority of Transit Service,Rural Reporter,Jackson,Amador,"Amador Transit,Amador Transit Dial-A-Ride","Manual Match, NTD",0,1,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001825,Purchase Replacement < 30 Ft Bus,111204,64AC19-01144,61360.0,76700.0,76306.53,-14946.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001826,Purchase Replacement < 30 Ft Bus,111204,64AC19-01144,15340.0,76700.0,76306.53,-60966.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001826,Purchase Replacement < 30 Ft Bus,111204,64AC19-01144,61360.0,76700.0,76306.53,-14946.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001827,Buy <30-Ft Bus For Expansion,111304,64AC19-01144,15340.0,76700.0,76306.53,-60966.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001827,Buy <30-Ft Bus For Expansion,111304,64AC19-01144,61360.0,76700.0,76306.53,-14946.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001828,Buy <30-Ft Bus For Expansion,111304,64AC19-01144,15340.0,76700.0,76306.53,-60966.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Center for Elders' Independence ,BCG0001828,Buy <30-Ft Bus For Expansion,111304,64AC19-01144,61360.0,76700.0,76306.53,-14946.53,0,Open,,,,,409.0,Center for Elders' Independence,,,Non-Profit Organization,,Oakland,"Alameda, Contra Costa",,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Colusa County Transit Agency,BCG0002115,Purchase Replacement < 30 Ft Bus,111204,64AC19-01151,16240.0,81200.0,0.0,16240.0,0,Open,,,,9R02-91112,74.0,Colusa County Transit Agency,,CCTA,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,Colusa,Colusa,Colusa County Transit,Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Colusa County Transit Agency,BCG0002115,Purchase Replacement < 30 Ft Bus,111204,64AC19-01151,64960.0,81200.0,0.0,64960.0,0,Open,,,,9R02-91112,74.0,Colusa County Transit Agency,,CCTA,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,Colusa,Colusa,Colusa County Transit,Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Colusa County Transit Agency,BCG0002116,Purchase Replacement < 30 Ft Bus,111204,64AC19-01151,16240.0,81200.0,0.0,16240.0,0,Open,,,,9R02-91112,74.0,Colusa County Transit Agency,,CCTA,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,Colusa,Colusa,Colusa County Transit,Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Colusa County Transit Agency,BCG0002116,Purchase Replacement < 30 Ft Bus,111204,64AC19-01151,64960.0,81200.0,0.0,64960.0,0,Open,,,,9R02-91112,74.0,Colusa County Transit Agency,,CCTA,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,Colusa,Colusa,Colusa County Transit,Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001993,Purchase Computer Hardware,114207,64AC19-01153,1591.0,7954.0,0.0,1591.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",0,0,0,1,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001993,Purchase Computer Hardware,114207,64AC19-01153,6363.0,7954.0,0.0,6363.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",0,0,0,1,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001995,Surveillance/Security,114209,64AC19-01153,1043.0,5214.0,0.0,1043.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",0,0,0,0,0,0,1,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001995,Surveillance/Security,114209,64AC19-01153,4171.0,5214.0,0.0,4171.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",0,0,0,0,0,0,1,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001996,Purchase Radios,116203,64AC19-01153,3277.0,16386.0,0.0,3277.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",0,0,0,0,1,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001996,Purchase Radios,116203,64AC19-01153,13109.0,16386.0,0.0,13109.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",0,0,0,0,1,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001997,Purchase Replacement Van,111215,64AC19-01153,11200.0,56000.0,0.0,11200.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001997,Purchase Replacement Van,111215,64AC19-01153,44800.0,56000.0,0.0,44800.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001999,Purchase Replacement Van,111215,64AC19-01153,11200.0,56000.0,0.0,11200.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0001999,Purchase Replacement Van,111215,64AC19-01153,44800.0,56000.0,0.0,44800.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0002001,Purchase Replacement Van,111215,64AC19-01153,11200.0,56000.0,0.0,11200.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Community Bridges Liftline,BCG0002001,Purchase Replacement Van,111215,64AC19-01153,44800.0,56000.0,0.0,44800.0,0,Open,,,,,420.0,Community Bridges Inc,,,Non-Profit Organization,,Watsonville,"Monterey, San Mateo, San Benito, Santa Clara, San Francisco",Lift Line,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Contra Costa Transportation Authority (CCTA),BCG0001880,Mobility Management - Contra Costa Transit Travel Training,117L00,64AM19-01156,37102.0,185510.0,0.0,37102.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Walnut Creek,Contra Costa,,No Match,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Contra Costa Transportation Authority (CCTA),BCG0001880,Mobility Management - Contra Costa Transit Travel Training,117L00,64AM19-01156,148408.0,185510.0,0.0,148408.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Walnut Creek,Contra Costa,,No Match,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0001747,Buy <30-Ft Bus For Expansion,111304,64AC19-01157,15340.0,76700.0,0.0,15340.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0001747,Buy <30-Ft Bus For Expansion,111304,64AC19-01157,61360.0,76700.0,0.0,61360.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002277,Buy Van For Svc Expansion,111315,64AC19-01157,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002277,Buy Van For Svc Expansion,111315,64AC19-01157,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002278,Buy Van For Svc Expansion,111315,64AC19-01157,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002278,Buy Van For Svc Expansion,111315,64AC19-01157,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002279,Buy Van For Svc Expansion,111315,64AC19-01157,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002279,Buy Van For Svc Expansion,111315,64AC19-01157,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002280,Buy Van For Svc Expansion,111315,64AC19-01157,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Nevada Public Works Transit Services Division,BCG0002280,Buy Van For Svc Expansion,111315,64AC19-01157,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,Independent Public Agency or Authority of Transit Service,,Grass Valley,Nevada,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Sonoma Human Services Department Adult and Aging Division,BCG0001750,Santa Rosa UZA- Mobility Management -Sonoma Access Information & Referral Outreach Expansion,117L00,64AM19-01159,24430.0,122151.0,49995.2,-25565.2,0,Open,,,,,,,,,Independent Agency,,Sonoma,Sonoma,,No Match,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Sonoma Human Services Department Adult and Aging Division,BCG0001750,Santa Rosa UZA- Mobility Management -Sonoma Access Information & Referral Outreach Expansion,117L00,64AM19-01159,97721.0,122151.0,49995.2,47725.8,0,Open,,,,,,,,,Independent Agency,,Sonoma,Sonoma,,No Match,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Sonoma Human Services Department Adult and Aging Division,BCG0001752,Rural UZA -Mobility Management - Rural Intercity Feeder Shuttle Expansion,117L00,64AM19-01159,28440.0,142200.0,69433.0,-40993.0,0,Open,,,,,,,,,Independent Agency,,Sonoma,Sonoma,,No Match,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,County of Sonoma Human Services Department Adult and Aging Division,BCG0001752,Rural UZA -Mobility Management - Rural Intercity Feeder Shuttle Expansion,117L00,64AM19-01159,113760.0,142200.0,69433.0,44327.0,0,Open,,,,,,,,,Independent Agency,,Sonoma,Sonoma,,No Match,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Delano Association for the Developmentally Disabled Inc,BCG0002133,Purchase Replacement < 30 Ft Bus,111204,64AC19-01161,16240.0,81200.0,0.0,16240.0,0,Open,,,,,,,,,Non-Profit Organization,,Delano,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Delano Association for the Developmentally Disabled Inc,BCG0002133,Purchase Replacement < 30 Ft Bus,111204,64AC19-01161,64960.0,81200.0,0.0,64960.0,0,Open,,,,,,,,,Non-Profit Organization,,Delano,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Delano Association for the Developmentally Disabled Inc,BCG0002135,Purchase Replacement < 30 Ft Bus,111204,64AC19-01161,16240.0,81200.0,0.0,16240.0,0,Open,,,,,,,,,Non-Profit Organization,,Delano,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Delano Association for the Developmentally Disabled Inc,BCG0002135,Purchase Replacement < 30 Ft Bus,111204,64AC19-01161,64960.0,81200.0,0.0,64960.0,0,Open,,,,,,,,,Non-Profit Organization,,Delano,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Delano Association for the Developmentally Disabled Inc,BCG0002136,Purchase Replacement < 30 Ft Bus,111204,64AC19-01161,16240.0,81200.0,0.0,16240.0,0,Open,,,,,,,,,Non-Profit Organization,,Delano,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Delano Association for the Developmentally Disabled Inc,BCG0002136,Purchase Replacement < 30 Ft Bus,111204,64AC19-01161,64960.0,81200.0,0.0,64960.0,0,Open,,,,,,,,,Non-Profit Organization,,Delano,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert ARC,BCG0001758,Purchase Replacement < 30 Ft Bus,111204,64AC19-01162,16240.0,81200.0,74954.76,-58714.76,0,Open,,,,,,Desert ARC,,,Non-Profit Organization,,Palm Desert,Riverside,Desert ARC,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert ARC,BCG0001758,Purchase Replacement < 30 Ft Bus,111204,64AC19-01162,64960.0,81200.0,74954.76,-9994.76,0,Open,,,,,,Desert ARC,,,Non-Profit Organization,,Palm Desert,Riverside,Desert ARC,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert ARC,BCG0001759,Purchase Replacement < 30 Ft Bus,111204,64AC19-01162,16240.0,81200.0,77789.76,-61549.76,0,Open,,,,,,Desert ARC,,,Non-Profit Organization,,Palm Desert,Riverside,Desert ARC,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert ARC,BCG0001759,Purchase Replacement < 30 Ft Bus,111204,64AC19-01162,64960.0,81200.0,77789.76,-12829.76,0,Open,,,,,,Desert ARC,,,Non-Profit Organization,,Palm Desert,Riverside,Desert ARC,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001954,Purchase Replacement Van,111215,64AC19-01163,11200.0,56000.0,52260.83,-41060.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001954,Purchase Replacement Van,111215,64AC19-01163,44800.0,56000.0,52260.83,-7460.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001958,Purchase Replacement Van,111215,64AC19-01163,11200.0,56000.0,52260.83,-41060.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001958,Purchase Replacement Van,111215,64AC19-01163,44800.0,56000.0,52260.83,-7460.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001959,Purchase Replacement Van,111215,64AC19-01163,11200.0,56000.0,52260.83,-41060.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001959,Purchase Replacement Van,111215,64AC19-01163,44800.0,56000.0,52260.83,-7460.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001960,Purchase Replacement Van,111215,64AC19-01163,11200.0,56000.0,52260.83,-41060.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Desert Area Resources and Training,BCG0001960,Purchase Replacement Van,111215,64AC19-01163,44800.0,56000.0,52260.83,-7460.83,0,Open,,,,,,,,,Non-Profit Organization,,Ridgecrest,Kern,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Dignity Health Connected Living,BCG0002201,Purchase Replacement < 30 Ft Bus,111204,64AC19-01165,15340.0,76700.0,0.0,15340.0,0,Open,,,,,422.0,Dignity Health,,,Non-Profit Organization,,Redding,Shasta,"Dignity Health Connected Living,Shasta Connect","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Dignity Health Connected Living,BCG0002201,Purchase Replacement < 30 Ft Bus,111204,64AC19-01165,61360.0,76700.0,0.0,61360.0,0,Open,,,,,422.0,Dignity Health,,,Non-Profit Organization,,Redding,Shasta,"Dignity Health Connected Living,Shasta Connect","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Dignity Health Connected Living,BCG0002203,Purchase Replacement < 30 Ft Bus,111204,64AC19-01165,15340.0,76700.0,0.0,15340.0,0,Open,,,,,422.0,Dignity Health,,,Non-Profit Organization,,Redding,Shasta,"Dignity Health Connected Living,Shasta Connect","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Dignity Health Connected Living,BCG0002203,Purchase Replacement < 30 Ft Bus,111204,64AC19-01165,61360.0,76700.0,0.0,61360.0,0,Open,,,,,422.0,Dignity Health,,,Non-Profit Organization,,Redding,Shasta,"Dignity Health Connected Living,Shasta Connect","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002129,Purchase Replacement < 30 Ft Bus,111204,64AC19-01166,16240.0,81200.0,0.0,16240.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002129,Purchase Replacement < 30 Ft Bus,111204,64AC19-01166,64960.0,81200.0,0.0,64960.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002130,Purchase Replacement < 30 Ft Bus,111204,64AC19-01166,16240.0,81200.0,0.0,16240.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002130,Purchase Replacement < 30 Ft Bus,111204,64AC19-01166,64960.0,81200.0,0.0,64960.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002132,Purchase Misc Communications Equip,116220,64AC19-01166,3607.0,18035.0,0.0,3607.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,0,0,0,0,1,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002132,Purchase Misc Communications Equip,116220,64AC19-01166,14428.0,18035.0,0.0,14428.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,0,0,0,0,1,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Eastern Sierra Transit Authority,BCG0002139,Support Equip/Facilities-Equipment,114220,64AC19-01166,1746.0,8732.0,0.0,1746.0,0,Open,,,,9R02-91062,99.0,Eastern Sierra Transit Authority,,ESTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Bishop,Inyo,"Eastern Sierra Transit Authority Community Routes,Reds Meadow Shuttle,Mammoth Lakes Trolleys,ESTA 395 Routes,Mammoth Lakes Buses,Lone Pine Dial-A-Ride,Walker Pine Dial-A-Ride,Bishop Dial-A-Ride,Mammoth Lakes Dial-A-Ride",Name Match; NTD,0,0,0,0,0,1,0,0,1
