Stop ID #,Stop Abbreviation,Stop Location,Out/In,,Lat,Long,Shelter? Y/N,Type LNI/Wood,Small sign (ID),CHK Panel,MTD sign,# of Benches,Bench Type,Trashcan,# of cans,Trashcan Type,ADA,Notes,Pole,Link
42,UCSBNH,UCSB North Hall,n/a,,34.415207,-119.84789,,,,,,,,,,,Yes,Not sure which bus stop,Wooden Shelter,"https://www.google.com/maps/place/UCSB+North+Hall+Outbound/@34.4151159,-119.8479923,3a,45.5y,60.85h,89.37t/data=!3m7!1e1!3m5!1suhxbG_rz5D9xNVYvcEi2qA!2e0!5s20180801T000000!7i16384!8i8192!4m18!1m8!3m7!1s0x80e93f7027962959:0x650c248bd80af266!2sNorth+Hall,+Santa+Barbara,+CA+93106!3b1!8m2!3d34.4149304!4d-119.846278!16s%2Fg%2F12hqpbfjg!3m8!1s0x80e93f6fc00116c5:0x2b0f6ad77ddd4cf8!8m2!3d34.4152513!4d-119.8478189!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1tdlvlcj?entry=ttu"
43,WiCyBraO,Winchester Canyon & Bradford,Outbound,,34.434937,-119.900585,no,,Yes,No,yes,1,Green Wabash,,0,,No,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Winchester+Canyon+%26+Bradford/@34.4349958,-119.9005224,3a,38.3y,229.2h,80.83t/data=!3m7!1e1!3m5!1s5TEAbzc6REiw98TSm9O9Mg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D5TEAbzc6REiw98TSm9O9Mg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D228.0535%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9473f193f3377:0x9e482197dfe089ff!8m2!3d34.434937!4d-119.900585!10e5!16s%2Fg%2F11g6x24113?entry=ttu"
44,DeGuLagO,De La Guerra & Laguna,Outbound,,34.423675,-119.695062,yes,wood,no,No,Yes,1,Wooden,,1,Green Wabash,Yes,,Wooden Shelter,"https://www.google.com/maps/place/De+La+Guerra+%26+Laguna/@34.4236009,-119.6950847,3a,36.9y,351.4h,83.91t/data=!3m7!1e1!3m5!1sxcjfDtqB002aDmy4RpGxng!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DxcjfDtqB002aDmy4RpGxng%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D359.81677%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e913809307af7f:0xf5cc85bd49726a0!8m2!3d34.423675!4d-119.695062!10e5!16s%2Fg%2F1tp8_bxd?entry=ttu"
45,MilpGutN,Milpas & Gutierrez,Inbound,,34.425403,-119.68426,no,,Yes,No,yes,1,,,,,Yes,,Green - Finial,"https://www.google.com/maps/place/Milpas+%26+Gutierrez/@34.4253752,-119.6841521,3a,49.2y,298.05h,87.12t/data=!3m7!1e1!3m5!1shOIjEBlecArO3Bn-xaiJ8g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DhOIjEBlecArO3Bn-xaiJ8g%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D264.5835%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9139cae12d243:0x96bfb945fd1b60f0!8m2!3d34.425403!4d-119.68426!10e5!16s%2Fg%2F11b6y8rwg0?entry=ttu"
46,CVRHotO,Coast Village & Hot Springs,Outbound,,34.422065,-119.65158,no,,Yes,No,yes,1,Green Wabash,,1,Green Wabash,No,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Coast+Village+%26+Hot+Springs/@34.4220438,-119.6516613,3a,45.3y,70.34h,82.2t/data=!3m7!1e1!3m5!1scZ7kNM92wvO2f82_bF0rLg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DcZ7kNM92wvO2f82_bF0rLg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D72.02458%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e913b492c9b5ff:0x7e95a2a3e0c02903!2sCoast+Village+%26+Hot+Springs!8m2!3d34.42207!4d-119.65199!16s%2Fg%2F11b6y9kj_n!3m6!1s0x80e913b4eb18580b:0x37de54ed5be7aa12!8m2!3d34.422065!4d-119.65158!10e5!16s%2Fg%2F11b6ygx6w8?entry=ttu"
47,EaVaSaYO,East Valley & San Ysidro,Outbound,,34.437115,-119.632571,no,,Yes,No,Yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/East+Valley+%26+San+Ysidro/@34.4370015,-119.632505,3a,43.4y,346.73h,89.88t/data=!3m7!1e1!3m5!1s8T8cy5ryTQEq5K1K9YEDtA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D8T8cy5ryTQEq5K1K9YEDtA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D326.12265%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9125c76f11875:0xc4fb1d39a6dfef6a!2sEast+Valley+%26+San+Ysidro!8m2!3d34.436956!4d-119.632321!16s%2Fg%2F11c6_ck5c3!3m6!1s0x80e9125c742d6a53:0xfdf2d09dcbd0bd70!8m2!3d34.437115!4d-119.632571!10e5!16s%2Fg%2F1td13l7h?entry=ttu"
48,EaVaRomN,East Valley & Romero Canyon,Inbound,,34.436046,-119.601892,no,,yes,No,Yes,1,Green Wabash,,1,Green Wabash,No,,Green - Finial,"https://www.google.com/maps/place/East+Valley+%26+Romero+Canyon/@34.4361103,-119.6021057,3a,75y,232.66h,82.42t/data=!3m6!1e1!3m4!1sxwgYVPeJmRsofi4HMrIWHA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e90d8a18c98e9f:0x6584ad9445bcad08!8m2!3d34.436046!4d-119.601892!10e5!16s%2Fg%2F1tzlz8cg?entry=ttu"
49,NoJaSheO,North Jameson & Sheffield,Outbound,,34.422348,-119.614727,no,,yes,No,Yes,1,Green Wabash,,0,,No,,Green - Finial,"https://www.google.com/maps/place/North+Jameson+%26+Sheffield/@34.4222922,-119.6146162,3a,48.7y,314.38h,86.59t/data=!3m7!1e1!3m5!1s07aZEWFIZ1nXm_SiH29HwA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D07aZEWFIZ1nXm_SiH29HwA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D224%26h%3D298%26yaw%3D299.1215%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m9!3m8!1s0x80e9120e1d7209d1:0x835022f3076561c1!8m2!3d34.422348!4d-119.614727!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1tj1sdd3?entry=ttu"
50,SaYsSaLO,San Ysidro & San Leandro,Outbound,,34.42423,-119.63148,no,,yes,No,Yes,1,Green Wabash,,0,,No,,Green - Finial,"https://www.google.com/maps/place/San+Ysidro+%26+San+Leandro/@34.4242869,-119.6315284,3a,37.1y,158.57h,87.06t/data=!3m6!1e1!3m4!1sE_MR3IVbgCo8BrvQj-Tnsg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91240a499a30d:0x117e53ab1b2af9ef!8m2!3d34.42423!4d-119.63148!10e5!16s%2Fg%2F1tf9t40q?entry=ttu"
51,ElCoCorN,El Colegio & Camino Corto,Inbound,,34.41728,-119.86597,Yes,wood,yes,yes,yes,2,Wooden,,1,Concrete,Yes,,Wooden Shelter,"https://www.google.com/maps/place/El+Colegio+%26+Camino+Corto/@34.4173556,-119.8659269,3a,46.4y,220.25h,81.76t/data=!3m7!1e1!3m5!1sn6Rx8JbiwUTjqJTwyJLZ3w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dn6Rx8JbiwUTjqJTwyJLZ3w%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D222.23615%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e93f59642ab1ab:0xfcc39af99f18df45!8m2!3d34.4172504!4d-119.8660152!10e5!16s%2Fg%2F11b5yv8s69?entry=ttu"
53,SaPaCaPN,San Pascual & Canon Perdido,Inbound,,34.414157,-119.707216,yes,LNI,yes,No,yes,1,Green Wabash,,1,City Can (Dome),Yes,,LNI Shelter,"https://www.google.com/maps/place/San+Pascual+%26+Canon+Perdido/@34.4141497,-119.7072698,3a,75y,85.66h,82.17t/data=!3m7!1e1!3m5!1sDgD0FEbtrAO-KahuoBl05g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DDgD0FEbtrAO-KahuoBl05g%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D87.25942%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m11!1m2!2m1!1sSan+Pascual+%26+Canon+Perdido!3m7!1s0x80e9147aaf753971:0x3a8176f22924a9ad!8m2!3d34.414157!4d-119.707216!10e5!15sChtTYW4gUGFzY3VhbCAmIENhbm9uIFBlcmRpZG-SAQhidXNfc3RvcOABAA!16s%2Fg%2F11c6_dxt1y?entry=ttu"
54,CaPeSaPO,Canon Perdido & San Pascual,Outbound,,34.414036,-119.707424,yes,LNI,yes,No,yes,1,Green Wabash,,0,,Yes,,LNI Shelter,"https://www.google.com/maps/place/Canon+Perdido+%26+San+Pascual/@34.4140562,-119.7075122,3a,75y,125.37h,82.06t/data=!3m7!1e1!3m5!1sugmp_zNSCJHcKoewtS-MYw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dugmp_zNSCJHcKoewtS-MYw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D107.03817%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m11!1m2!2m1!1sCanon+Perdido+%26+San+Pascual!3m7!1s0x80e9147aae468837:0xf0bd15243773b8b0!8m2!3d34.414036!4d-119.707424!10e5!15sChtDYW5vbiBQZXJkaWRvICYgU2FuIFBhc2N1YWySAQhidXNfc3RvcOABAA!16s%2Fg%2F1tczqp0y?entry=ttu"
55,LaPoRicN,Las Positas & Richelle,Inbound,,34.416422,-119.740906,no,,yes,No,Yes,1,Concrete,,0,,No,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Las+Positas+%26+Richelle/@34.4164216,-119.7408145,3a,36.2y,194.95h,85.94t/data=!3m7!1e1!3m5!1s0SdTU6cwjJc3l4uwM2-prw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D0SdTU6cwjJc3l4uwM2-prw%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D269.55975%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914ffbd8d7581:0x1c6c86f9d609a1ac!2sLas+Positas+%26+Richelle!8m2!3d34.4161895!4d-119.7406925!16s%2Fg%2F11c6_qd3cm!3m6!1s0x80e914ffb93483ff:0x6e0d336dee4cfc10!8m2!3d34.416422!4d-119.740906!10e5!16s%2Fg%2F11c6_fssjh?entry=ttu"
56,ClifMesN,Cliff & Mesa,Inbound,,34.403759,-119.731146,no,,yes,No,Yes,1,Wooden,,1,Concrete,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Cliff+%26+Mesa/@34.4039309,-119.7313772,3a,15y,141.87h,90.37t/data=!3m6!1e1!3m4!1sBkxtRxxuIc5M5rqiAxGWyw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sCliff+%26+Mesa!3m7!1s0x80e914458b465b29:0x1da019d93b0c1856!8m2!3d34.403759!4d-119.731146!10e5!15sCgxDbGlmZiAmIE1lc2GSAQhidXNfc3RvcOABAA!16s%2Fg%2F1th7ynhf?entry=ttu"
58,SBJHS,Santa Barbara Jr High School,n/a,,34.425008,-119.689149,yes,LNI,Yes,Yes,Yes,1,Green Wabash,,0,,Yes,,LNI Shelter,"https://www.google.com/maps/place/Santa+Barbara+Jr+High+School/@34.425055,-119.6889775,3a,45.6y,266.06h,95.83t/data=!3m6!1e1!3m4!1sCHKkljlDujZ8AsYmbdoDQA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e913823911fab1:0x18a00896d4192759!2sSanta+Barbara+Junior+High+School!8m2!3d34.4264263!4d-119.68851!16s%2Fm%2F0769jh1!3m6!1s0x80e91383ac7414eb:0xefac181bf95d56b8!8m2!3d34.426174!4d-119.687958!10e5!16s%2Fg%2F11lkg_jk57?entry=ttu"
59,CaPeElCO,Cam. Pescadero & El Colegio,Outbound,,34.416935,-119.85878,Yes,LNI,Yes,Yes,Yes,1,Green Metal - No back,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Camino+Pescadero+%26+El+Colegio+59/@34.4170833,-119.8586838,3a,44.4y,223.81h,90.29t/data=!3m6!1e1!3m4!1surqnb8MIgsRFeN8722T0jw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93f5d8f374405:0x343e9556d27b8780!8m2!3d34.416935!4d-119.85878!10e5!16s%2Fg%2F11g6wxrg8n?entry=ttu"
60,CaSurPiN,Camino Del Sur & Picasso,Inbound,,34.41514,-119.862637,Yes,LNI,Yes,No,Yes,1,Green metal - No back,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Camino+Del+Sur+%26+Picasso/@34.4150582,-119.862584,3a,41.2y,230.85h,85.11t/data=!3m7!1e1!3m5!1sYW3GEb_iMOP1Ulqs5mIhzg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DYW3GEb_iMOP1Ulqs5mIhzg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D330.50473%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e93f5c5f938007:0x98b4b195f6c34e4a!8m2!3d34.41514!4d-119.862637!10e5!16s%2Fg%2F1tgzbntf?entry=ttu"
63,HaleDeLN,Haley & De La Vina,Inbound,,34.414885,-119.697468,Yes,LNI,Yes,No,Yes,1,Green Wabash,,1,City Can (Dome),Yes,,LNI Shelter,"https://www.google.com/maps/place/Haley+%26+De+La+Vina/@34.4148729,-119.6976155,3a,40.4y,82.93h,87.92t/data=!3m7!1e1!3m5!1sYbLLRkFi-4XfCblPo3-L8Q!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DYbLLRkFi-4XfCblPo3-L8Q%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D78.18931%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m11!1m2!2m1!1sHaley+%26+De+La+Vina!3m7!1s0x80e91477c1a47425:0x98764c0a2f609fe4!8m2!3d34.414885!4d-119.697468!10e5!15sChJIYWxleSAmIERlIExhIFZpbmGSAQhidXNfc3RvcOABAA!16s%2Fg%2F11g6ww32rh?entry=ttu"
64,CasMontN,Castillo & Montecito,Inbound,,34.411069,-119.697841,no,,Yes,No,Yes,2,Green Wabash,,1,Green Wabash,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Castillo+%26+Montecito/@34.410937,-119.6978644,3a,48.9y,39.04h,83.26t/data=!3m7!1e1!3m5!1s65LxfsLIzKhD_PRpDHCczw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D65LxfsLIzKhD_PRpDHCczw%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D359.2186%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m11!1m2!2m1!1sCastillo+%26+Montecito!3m7!1s0x80e91475e0b7df07:0xedbe558f69169309!8m2!3d34.411069!4d-119.697841!10e5!15sChRDYXN0aWxsbyAmIE1vbnRlY2l0b5IBCGJ1c19zdG9w4AEA!16s%2Fg%2F1tz71q6p?entry=ttu"
67,TurnLaGO,Turnpike & La Gama,Outbound,,34.446617,-119.790411,no,,Yes,No,Yes,0,,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Turnpike+%26+La+Gama/@34.4463338,-119.7900423,3a,43.5y,19.51h,94.05t/data=!3m6!1e1!3m4!1suSSVim1QCyvCzCwEcdAUqw!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e94001ec328b75:0x65507aeefee6fa3c!2sTurnpike+%26+La+Gama!8m2!3d34.446413!4d-119.7900605!16s%2Fg%2F11c6_skny7!3m6!1s0x80e94001e889a055:0x85151eb70d9e6738!8m2!3d34.446147!4d-119.789722!10e5!16s%2Fg%2F11g6wxpcvl?entry=ttu"
68,LaCoJH,La Colina JH,n/a,,34.451599,-119.757315,No,,Yes,No,yes,0,,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/La+Colina+JH/@34.4516648,-119.7574306,3a,43.7y,140.54h,85.11t/data=!3m6!1e1!3m4!1spXESRr_znAi6smo0hMjQFw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sLa+Colina+JH!3m7!1s0x80e96accb8ec4659:0x27e28eab86d51ed3!8m2!3d34.451387!4d-119.758635!10e5!15sCgxMYSBDb2xpbmEgSkiSAQhidXNfc3RvcOABAA!16s%2Fg%2F11lkgzvfjk?entry=ttu"
69,RhoaRipl,Rhoads & Ripley,Inbound,,34.430451,-119.791498,No,,Yes,No,yes,0,,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Rhoads+%26+Ripley/@34.4304069,-119.7915041,3a,42.8y,29.96h,83.33t/data=!3m7!1e1!3m5!1sNl7hY9rhLS-3LWvUfbRUVA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DNl7hY9rhLS-3LWvUfbRUVA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D359.1287%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e93fe2de44e68d:0xa8060bc9d606c215!8m2!3d34.430451!4d-119.791498!10e5!16s%2Fg%2F1tfnyxdn?entry=ttu"
70,WalnSaLo,Walnut & San Lorenzo,n/a,,34.430403,-119.802272,No,,Yes,No,Yes,0,,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Walnut+%26+San+Lorenzo/@34.4305118,-119.8023647,3a,36.6y,37.46h,90.49t/data=!3m6!1e1!3m4!1s9Hd_5kmQUoWu5iYzf23f8g!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93ff043e16a67:0xaf11c33ab13570af!8m2!3d34.430403!4d-119.802272!10e5!16s%2Fg%2F1tq6dt78?entry=ttu"
72,GVJH,Goleta Valley Junior High,n/a,,34.448986,-119.83597,no,,Yes,No,Yes,0,,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Goleta+Valley+Junior+High/@34.4489329,-119.8356072,3a,37.5y,314.13h,88.6t/data=!3m6!1e1!3m4!1sDwO1lqalX4D2HxqJzp-bGw!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9406001b58fef:0xcc70435b20cabdbb!2sGoleta+Valley+Junior+High+School!8m2!3d34.4500953!4d-119.8349833!16s%2Fm%2F04f5bwd!3m6!1s0x80e9408abd29fac9:0x454b431af51a3e9!8m2!3d34.448986!4d-119.83597!10e5!16s%2Fg%2F1tdz542y?entry=ttu"
75,RancGutO,Rancheria & Gutierrez,Outbound,,34.410384,-119.699705,No,,Yes,No,Yes,0,,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Rancheria+%26+Gutierrez/@34.4104111,-119.6996735,3a,42.9y,182.97h,83.47t/data=!3m7!1e1!3m5!1spYiZaF8biwZTyxp9d62klQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DpYiZaF8biwZTyxp9d62klQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D221.9167%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9147428542715:0xb56ed74b147bd3aa!2sRancheria+%26+Gutierrez!8m2!3d34.410478!4d-119.6997295!16s%2Fg%2F11g6x6y7km!3m6!1s0x80e9147429207b0f:0xc64dd818a919ec8e!8m2!3d34.410384!4d-119.699705!10e5!16s%2Fg%2F11g6wt8vhg?entry=ttu"
77,CaReJenN,Calle Real & Jenna,Inbound,,34.436651,-119.898219,No,,Yes,No,Yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Calle+Real+%26+Jenna/@34.4365635,-119.8982874,3a,36.1y,316.08h,90.52t/data=!3m6!1e1!3m4!1s-ZpfuKLcDOMJVm1FCgmwIA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9473931bb8a47:0x6fc7a84faf83a4f1!2sCalle+Real+%26+Jenna!8m2!3d34.436617!4d-119.898376!16s%2Fg%2F11f1jww7kq!3m6!1s0x80e947393ab43a61:0x4b2bbf09e87058f4!8m2!3d34.436588!4d-119.898208!10e5!16s%2Fg%2F1v7pysvs?entry=ttu"
78,BranEveO,Brandon & Evergreen,Outbound,,34.439787,-119.892721,no,,Yes,No,Yes,1,Green Wabash,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Brandon+%26+Evergreen/@34.4393642,-119.8928572,3a,75y,237.84h,91.21t/data=!3m6!1e1!3m4!1sHx0IkZv1Z61mu35ufELMZA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e947375466d06d:0x470312ac069b61a5!8m2!3d34.4397435!4d-119.8928055!10e5!16s%2Fg%2F11c6_rmyb8?entry=ttu"
79,HollSBSN,Hollister & Santa Barbara Shores,Inbound,,34.429663,-119.892777,No,,Yes,Yes,Yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Santa+Barbara+Shores/@34.4297358,-119.8928197,3a,75y,155.6h,91.55t/data=!3m6!1e1!3m4!1sWwfPhbbwyNd65_5Mw9Z7Mw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+Santa+Barbara+Shores!3m7!1s0x80e94746008ae5a1:0xef510de87f1b4985!8m2!3d34.4297685!4d-119.89328!10e5!15sCiBIb2xsaXN0ZXIgJiBTYW50YSBCYXJiYXJhIFNob3Jlc5IBF2xvZ2ljYWxfdHJhbnNpdF9zdGF0aW9u4AEA!16s%2Fg%2F11c1p7vdc1?entry=ttu"
82,CaOaFaiN,Cathedral Oaks & Fairview,Inbound,,34.451331,-119.830168,No,,Yes,No,Yes,1,Concrete,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Cathedral+Oaks+%26+Fairview/@34.4513677,-119.8302971,3a,48y,154.36h,81.41t/data=!3m6!1e1!3m4!1sTM8NT-1gENXusHck-npeiw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sCathedral+Oaks+%26+Fairview!3m7!1s0x80e9405e1f937f67:0xc9292926485cf05e!8m2!3d34.45157!4d-119.831161!10e5!15sChlDYXRoZWRyYWwgT2FrcyAmIEZhaXJ2aWV3kgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1tfqr7pj?entry=ttu"
83,FootCieO,Foothill & Cieneguitas,Outbound,,34.451575,-119.760153,No,,No,Yes,Yes,1,Wooden,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Foothill+%26+Cieneguitas/@34.4515224,-119.7601913,3a,45.3y,337.3h,82.01t/data=!3m7!1e1!3m5!1sv_9GR-WWggyywbOEGQdP4Q!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dv_9GR-WWggyywbOEGQdP4Q%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D19.264582%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m10!1m2!2m1!1sFoothill+%26+Cieneguitas!3m6!1s0x80e96acb61aa6c1d:0x177a425086972488!8m2!3d34.451575!4d-119.760153!10e5!16s%2Fg%2F11dxkm8l3q?entry=ttu"
84,SMHS,San Marcos High School,n/a,,34.440101,-119.789225,,,Yes,No,Yes,1,Green Wabash,,1,Green Wabash,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/San+Marcos+High+School/@34.439579,-119.789288,3a,41.4y,37.19h,91.41t/data=!3m6!1e1!3m4!1sj9Cman2xfNNgrY8dhZRGfQ!2e0!7i16384!8i8192!4m11!1m2!2m1!1sSan+Marcos+High+School!3m7!1s0x80e93fffd4130b6f:0x1d3a1759030d551!8m2!3d34.440101!4d-119.789225!10e5!15sChZTYW4gTWFyY29zIEhpZ2ggU2Nob29skgEIYnVzX3N0b3DgAQA!16s%2Fg%2F11c3ypvpdq?entry=ttu"
85,HollPatO,Hollister & Patterson,Outbound,,34.435111,-119.81001,Yes,Concrete / Wood,Yes,Yes,Yes,1,Wooden,,1,City Can (Dome),Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+and+Patterson+WB+(Goleta+College+Hospital)/@34.4350687,-119.809779,3a,44.5y,7.99h,83.62t/data=!3m6!1e1!3m4!1s9Xcrb1EuBIhITQ15am6X6Q!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+Patterson!3m7!1s0x80e93ff511b6a07f:0xa8b4a69e44a97370!8m2!3d34.435111!4d-119.81001!10e5!15sChVIb2xsaXN0ZXIgJiBQYXR0ZXJzb26SAQhidXNfc3RvcOABAA!16s%2Fg%2F11b6ym2xnj?entry=ttu"
87,HollArbN,Hollister & Arboleda,Inbound,,34.439699,-119.771946,No,,Yes,Yes,Yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Arboleda/@34.4398109,-119.7720549,3a,37y,168.27h,83.11t/data=!3m7!1e1!3m5!1scIoVaqhB96eoVi5U8QuL_w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DcIoVaqhB96eoVi5U8QuL_w%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D131.8348%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9154ed400a961:0xd8ab4c0fb70f8d92!8m2!3d34.439699!4d-119.771946!10e5!16s%2Fg%2F1tg4lpwz?entry=ttu"
