agency,stop_id,stop_name,route_type,date,shn_route,shn_route_type,x,y
El Dorado County Transit Authority,782755,Big Lots (Fair Ln.),3,8/14/2024,50,US,-120.829645,38.723097
Tahoe Transportation District,6732232,US 50/3rd St (Orchids),3,8/14/2024,50,US,-119.998513,38.917059
Tahoe Transportation District,6732233,US 50/Tahoe Keys Blvd (Winter's Electric),3,8/14/2024,50,US,-119.995235,38.919222
Tahoe Transportation District,6732234,US 50/Truckee Dr (Grocery Outlet),3,8/14/2024,50,US,-119.993208,38.920569
Tahoe Transportation District,6732235,US 50/Stockton Ave,3,8/14/2024,50,US,-119.987166,38.924588
Tahoe Transportation District,6732236,US 50/Reno Ave,3,8/14/2024,50,US,-119.984443,38.926395
Tahoe Transportation District,6732237,US 50/ Carson Ave (Town and Country Center),3,8/14/2024,50,US,-119.982037,38.928058
Tahoe Transportation District,6732238,US 50/Al Tahoe Blvd (US Bank),3,8/14/2024,50,US,-119.977883,38.933416
Tahoe Transportation District,6732254,US 50/Lyons Ave (Middle School),3,8/14/2024,50,US,-119.977124,38.937441
Tahoe Transportation District,6732255,US 50/Tallac Ave (Visitor/Senior Center),3,8/14/2024,50,US,-119.977067,38.94046
Tahoe Transportation District,6732256,US 50/Rufus Allen Blvd (County Library),3,8/14/2024,50,US,-119.973543,38.9451147
Tahoe Transportation District,6732257,US 50/Takela Dr (Bank of America),3,8/14/2024,50,US,-119.9696921,38.94564822
Tahoe Transportation District,6732258,US 50/Johnson Blvd (Safeway),3,8/14/2024,50,US,-119.9670428,38.94538315
Tahoe Transportation District,6732259,US 50/Fairway Ave,3,8/14/2024,50,US,-119.963438,38.946339
Tahoe Transportation District,6732260,US 50/Ski Run Blvd,3,8/14/2024,50,US,-119.9587099,38.94795423
Tahoe Transportation District,6732261,US 50/Wildwood Ave,3,8/14/2024,50,US,-119.952678,38.95062901
Tahoe Transportation District,6732262,US HW 50/ Midway Rd (Hampton Inn),3,8/14/2024,50,US,-119.9510126,38.95140457
Tahoe Transportation District,6732263,US 50/Pioneer Trail (Subway),3,8/14/2024,50,US,-119.947538,38.952947
Tahoe Transportation District,6732264,US 50/Park Ave (Village Center - Raley's),3,8/14/2024,50,US,-119.9453526,38.95433696
Tahoe Transportation District,6732384,US 50/Pioneer Trail (Holiday Inn Express),3,8/14/2024,50,US,-119.94695,38.953494
Tahoe Transportation District,6732385,US 50/Wildwood Ave,3,8/14/2024,50,US,-119.953127,38.950669
Tahoe Transportation District,6732386,US 50/ Ski Run Blvd,3,8/14/2024,50,US,-119.959409,38.947893
Tahoe Transportation District,6732387,US 50/ Fairway Ave (Heidi's),3,8/14/2024,50,US,-119.9634221,38.94659103
Tahoe Transportation District,6732388,US 50/Takela Dr (Beach Retreat),3,8/14/2024,50,US,-119.967431,38.945654
Tahoe Transportation District,6732389,US 50/Fremont St (Across from DMV),3,8/14/2024,50,US,-119.970747,38.94591
Tahoe Transportation District,6732390,US 50/San Jose Ave (Lakeview Commons),3,8/14/2024,50,US,-119.9772171,38.94311135
Tahoe Transportation District,6732391,US 50/Modesto Ave,3,8/14/2024,50,US,-119.977403,38.940524
Tahoe Transportation District,6732392,US 50/Bigler Ave,3,8/14/2024,50,US,-119.9776501,38.93534443
Tahoe Transportation District,6732393,US 50 (Presbyterian Church),3,8/14/2024,50,US,-119.980676,38.929724
Tahoe Transportation District,6732394,US 50/ Brockway Ave (Jack in the Box),3,8/14/2024,50,US,-119.983051,38.927649
Tahoe Transportation District,6732395,US 50/Sierra Blvd,3,8/14/2024,50,US,-119.98542,38.926052
Tahoe Transportation District,6732396,US 50/Lodi Ave,3,8/14/2024,50,US,-119.98863,38.923914
Tahoe Transportation District,6732397,US 50/Truckee Dr (Motel 6),3,8/14/2024,50,US,-119.991614,38.921942
Tahoe Transportation District,6732398,US 50/Tahoe Keys Blvd (O'Reilly Auto Parts),3,8/14/2024,50,US,-119.994409,38.920088
Tahoe Transportation District,6732399,US 50/3rd St,3,8/14/2024,50,US,-119.99932,38.916808
El Dorado County Transit Authority,782762,Pleasant Valley Rd. at Diamond Meadows Way,3,8/14/2024,49,State,-120.814965,38.694294
El Dorado County Transit Authority,782766,Independence High School,3,8/14/2024,49,State,-120.821738,38.693397
El Dorado County Transit Authority,782767,Pleasant Valley Rd. and Oro Ln.,3,8/14/2024,49,State,-120.839929,38.682325
El Dorado County Transit Authority,782853,Pleasant Valley Rd at Patterson Dr.,3,8/14/2024,49,State,-120.8327521,38.68790332
City of Elk Grove,3324720,East Stockton Blvd & Elkmont (NB),3,8/14/2024,99,State,-121.366611,38.381522
City of Elk Grove,3324721,East Stockton Blvd & Hampton Oak (NB),3,8/14/2024,99,State,-121.369184,38.38416
City of Elk Grove,3326986,East Stockton Blvd & Sheldon Place (NB),3,8/14/2024,99,State,-121.4046282,38.44511281
City of Elk Grove,3330076,East Stockton Blvd & South East Lawn Mortuary (NB),3,8/14/2024,99,State,-121.396919,38.427911
City of Elk Grove,3330077,East Stockton Blvd & First Baptist Church (NB),3,8/14/2024,99,State,-121.398652,38.431751
City of Elk Grove,3336366,East Stockton Blvd & Banff Vista (NB),3,8/14/2024,99,State,-121.390286,38.413254
City of Elk Grove,3336367,East Stockton Blvd & 9401 Office Building (NB),3,8/14/2024,99,State,-121.39137,38.415565
Greyhound,24972fe9-f153-47e9-a63b-fbe8833c5e4e,Calexico Bus Station,3,8/14/2024,111,State,-115.497015,32.665684
Imperial County Transportation Commission,56,Highway 111/Main Street,3,8/14/2024,111,State,-115.514347,33.12664
Imperial County Transportation Commission,57,Main Street/Highway 111,3,8/14/2024,111,State,-115.514092,33.126044
City of Duarte,1201,Foothill Blvd and Baseline Rd W,3,8/14/2024,66,State,-117.788767,34.12137
City of Duarte,1204,Foothill Blvd and Chelsea Dr E,3,8/14/2024,66,State,-117.771911,34.115495
City of Duarte,1205,Foothill Blvd and Chelsea Dr W,3,8/14/2024,66,State,-117.771785,34.115682
City of Duarte,1223,Foothill Blvd and D St E,3,8/14/2024,66,State,-117.764921,34.113128
City of Duarte,1225,Foothill Blvd and D St W,3,8/14/2024,66,State,-117.764901,34.113386
City of Duarte,1228,Foothill Blvd and Damien Ave W,3,8/14/2024,66,State,-117.782213,34.119147
City of Duarte,1233,Foothill Blvd and Emerald Ave E,3,8/14/2024,66,State,-117.76779,34.114096
City of Duarte,1234,Foothill Blvd and Emerald Ave W,3,8/14/2024,66,State,-117.768506,34.114581
City of Duarte,1235,Foothill Blvd and Falcon St E,3,8/14/2024,66,State,-117.75342,34.109346
City of Duarte,1237,Foothill Blvd and Bradford St. W,3,8/14/2024,66,State,-117.75555,34.11026
City of Duarte,1238,Foothill Blvd and Fruit St W,3,8/14/2024,66,State,-117.76212,34.112448
City of Duarte,1243,Foothill Blvd and Garey Ave E,3,8/14/2024,66,State,-117.748092,34.107578
City of Duarte,1245,Foothill Blvd and Garey Ave W,3,8/14/2024,66,State,-117.749043,34.108098
City of Duarte,1292,Foothill Blvd and Ramona Ave E,3,8/14/2024,66,State,-117.789711,34.121408
City of Duarte,1308,Foothill Blvd and Sumner Ave E,3,8/14/2024,66,State,-117.741421,34.107125
City of Duarte,1309,Foothill Blvd and Sumner Ave W,3,8/14/2024,66,State,-117.742179,34.107211
City of Duarte,1318,Foothill Blvd and Towne Ave W,3,8/14/2024,66,State,-117.737143,34.107199
City of Duarte,1319,Foothill Blvd and Towne Center Dr E,3,8/14/2024,66,State,-117.757989,34.110779
City of Duarte,1322,Foothill Blvd and Towne Center Dr W,3,8/14/2024,66,State,-117.75857,34.111305
City of Duarte,1342,Foothill Blvd and Wheeler Ave W,3,8/14/2024,66,State,-117.777283,34.117539
City of Duarte,1347,Foothill Blvd and White Ave E,3,8/14/2024,66,State,-117.761076,34.111815
City of Duarte,2786,Foothill Blvd and Moreno Ave E,3,8/14/2024,66,State,-117.780786,34.118451
City of Duarte,3047,Foothill Blvd and Wheeler Ave E,3,8/14/2024,66,State,-117.776979,34.117173
City of Duarte,1045,Colima Rd and Whittier Blvd N,3,8/14/2024,72,State,-118.006105,33.948812
City of Duarte,2685,Whittier Blvd and Cole Dr S,3,8/14/2024,72,State,-118.004977,33.9482
City of Duarte,2686,Whittier Blvd and 1st Ave N,3,8/14/2024,72,State,-117.985496,33.941446
City of Duarte,2687,Whittier Blvd and 1st Ave S,3,8/14/2024,72,State,-117.984855,33.941052
City of Duarte,2688,Whittier Blvd and Jordan Rd S,3,8/14/2024,72,State,-117.980603,33.939868
City of Duarte,2690,Whittier Blvd and Pounds Ave N,3,8/14/2024,72,State,-117.97973,33.940019
City of Duarte,2692,Whittier Blvd and Santa Gertrudes Ave N,3,8/14/2024,72,State,-117.994676,33.944992
City of Duarte,2693,Whittier Blvd and Santa Gertrudes Ave S,3,8/14/2024,72,State,-117.994609,33.944691
City of Duarte,2694,Whittier Blvd and Whittwood Dr N,3,8/14/2024,72,State,-117.999012,33.946611
City of Duarte,2695,Whittier Blvd and Scott Ave S,3,8/14/2024,72,State,-118.000206,33.946712
City of Duarte,2696,Whittier Blvd and Valley Home Ave N,3,8/14/2024,72,State,-117.976885,33.940053
City of Duarte,2697,Whittier Blvd and Valley Home Ave S,3,8/14/2024,72,State,-117.976809,33.939807
Los Angeles County Metropolitan Transportation Authority,16611,Whittier / Santa Gertrudes,3,8/14/2024,72,State,-117.994691,33.945045
Los Angeles County,2525522,Whittier Blvd & Comstock,3,8/14/2024,72,State,-118.038587,33.96631
Los Angeles County,2525523,Whittier Blvd & Greenleaf,3,8/14/2024,72,State,-118.037976,33.966231
Los Angeles County,2525524,Whittier Blvd & Santa Gertrudes,3,8/14/2024,72,State,-117.994637,33.944964
Los Angeles County,2525526,Whittier Blvd & Sorensen Av,3,8/14/2024,72,State,-118.051238,33.981094
Los Angeles County,2525527,Whittier Blvd & Sorensen Av,3,8/14/2024,72,State,-118.050903,33.981176
Los Angeles County,2525529,Whittier Blvd & Whittwood Dr,3,8/14/2024,72,State,-117.998984,33.946578
Los Angeles County,2525373,1st Ave & Whittier Bl,3,8/14/2024,72,State,-117.985427,33.941079
Los Angeles County,2525518,Whittier Blvd & 1st Ave,3,8/14/2024,72,State,-117.985749,33.941584
Los Angeles County,2525519,Whittier Blvd & Cole Rd,3,8/14/2024,72,State,-118.004777,33.948139
Los Angeles County,2525520,Whittier Blvd & Colima Rd,3,8/14/2024,72,State,-118.007029,33.948829
Los Angeles County,2525521,Whittier Blvd & Colima Rd,3,8/14/2024,72,State,-118.005797,33.948707
City of Montebello,1004,Whittier/ Santa Gertrudes,3,8/14/2024,72,State,-117.994749,33.944945
City of Montebello,1006,Whittier/Scott,3,8/14/2024,72,State,-117.999061,33.946543
City of Montebello,1008,Whittier/Colima,3,8/14/2024,72,State,-118.006099,33.948803
City of Montebello,1010,Whittier/Mills,3,8/14/2024,72,State,-118.010166,33.950667
City of Montebello,10109,Whittier/Painter,3,8/14/2024,72,State,-118.03248,33.962836
City of Montebello,10111,Whittier/Laurel,3,8/14/2024,72,State,-118.029686,33.96116
City of Montebello,10113,Whittier/Jacmar,3,8/14/2024,72,State,-118.02589,33.959078
City of Montebello,10115,Whittier/Strub,3,8/14/2024,72,State,-118.02418,33.958068
City of Montebello,10117,Whittier/Ocean view,3,8/14/2024,72,State,-118.019556,33.955548
City of Montebello,10119,Whittier/Gunn,3,8/14/2024,72,State,-118.016087,33.953646
City of Montebello,1012,Whittier/Gunn,3,8/14/2024,72,State,-118.01614,33.95387
City of Montebello,10121,Whittier/Mills,3,8/14/2024,72,State,-118.010869,33.950745
City of Montebello,10123,Whittier / Colima,3,8/14/2024,72,State,-118.0073,33.948907
City of Montebello,10125,Whittier/Scott,3,8/14/2024,72,State,-118.000132,33.946645
City of Montebello,1014,Whittier/Ocean View,3,8/14/2024,72,State,-118.019492,33.955765
City of Montebello,1016,Whittier/Strub,3,8/14/2024,72,State,-118.024562,33.958556
City of Montebello,1018,Whittier/Michigan,3,8/14/2024,72,State,-118.026866,33.959833
City of Montebello,1020,Whittier/Laurel,3,8/14/2024,72,State,-118.02896,33.960984
City of Montebello,1022,Whittier/Central,3,8/14/2024,72,State,-118.03108,33.962251
City of Montebello,1050,Whittier/Sorenson,3,8/14/2024,72,State,-118.050893,33.981122
City of Montebello,1052,Whittier/Hadley,3,8/14/2024,72,State,-118.053083,33.982594
City of Montebello,1054,Whittier/Western,3,8/14/2024,72,State,-118.05528,33.984073
City of Montebello,1056,Whittier/Broadway,3,8/14/2024,72,State,-118.05756,33.985568
City of Montebello,1058,Whittier/GlenGarry,3,8/14/2024,72,State,-118.060763,33.987794
City of Montebello,1060,Whittier/Norwalk,3,8/14/2024,72,State,-118.064342,33.990229
City of Montebello,1062,Whittier/Redman,3,8/14/2024,72,State,-118.066807,33.991927
City of Montebello,1064,Whittier/Esperanza,3,8/14/2024,72,State,-118.070426,33.994307
City of Montebello,1071,Whittier/Pioneer,3,8/14/2024,72,State,-118.07017,33.993952
City of Montebello,1073,Whittier/Redman,3,8/14/2024,72,State,-118.067221,33.991912
City of Montebello,1075,Whittier/Norwalk,3,8/14/2024,72,State,-118.063912,33.989615
City of Montebello,1077,Whittier/GlenGarry,3,8/14/2024,72,State,-118.060838,33.987567
City of Montebello,1079,Whittier/Broadway,3,8/14/2024,72,State,-118.057604,33.98548
City of Montebello,1081,Whittier/Western,3,8/14/2024,72,State,-118.055745,33.984168
City of Montebello,1083,Whittier/Hadley,3,8/14/2024,72,State,-118.053789,33.982931
City of Montebello,1085,Whittier/Sorensen,3,8/14/2024,72,State,-118.051433,33.9811
City of Norwalk,1221,Norwalk/Whittier,3,8/14/2024,72,State,-118.063778,33.990062
City of Duarte,2684,Whittier Blvd and Beach Blvd N,3,8/14/2024,72,State,-117.968616,33.939966
City of Duarte,2689,Whittier Blvd and Koopmans Way N,3,8/14/2024,72,State,-117.972311,33.939911
City of Duarte,2691,Whittier Blvd and Rigsby St S,3,8/14/2024,72,State,-117.973404,33.939829
City of Duarte,837,Beach Blvd and Gregory Ln N,3,8/14/2024,39,State,-117.967725,33.936452
City of Duarte,839,Beach Blvd and La Habra Blvd N,3,8/14/2024,39,State,-117.96769,33.933479
City of Duarte,840,Beach Blvd and Whittier Blvd S,3,8/14/2024,39,State,-117.968111,33.939479
Los Angeles County Metropolitan Transportation Authority,142334,Beach / La Mirada,3,8/14/2024,39,State,-117.995825,33.88426
Los Angeles County Metropolitan Transportation Authority,142428,Beach / Franklin,3,8/14/2024,39,State,-117.998378,33.877012
Los Angeles County Metropolitan Transportation Authority,142457,Beach / Franklin,3,8/14/2024,39,State,-117.998068,33.877146
Los Angeles County Metropolitan Transportation Authority,142458,Beach / Cascade,3,8/14/2024,39,State,-117.99767,33.881848
Los Angeles County Metropolitan Transportation Authority,25006,Beach / Commonwealth,3,8/14/2024,39,State,-117.998316,33.869612
Los Angeles County Metropolitan Transportation Authority,25007,Beach / Auto Center Drive,3,8/14/2024,39,State,-117.998299,33.867323
Los Angeles County Metropolitan Transportation Authority,25008,Beach / Auto Center Drive,3,8/14/2024,39,State,-117.997983,33.867873
Los Angeles County Metropolitan Transportation Authority,25009,Beach / Commonwealth,3,8/14/2024,39,State,-117.998013,33.870164
Los Angeles County Metropolitan Transportation Authority,25013,Beach / Artesia,3,8/14/2024,39,State,-117.998352,33.873725
Los Angeles County Metropolitan Transportation Authority,25014,Beach / Artesia,3,8/14/2024,39,State,-117.998042,33.873931
Los Angeles County Metropolitan Transportation Authority,25015,Beach / Cascade,3,8/14/2024,39,State,-117.99796,33.881961
Los Angeles County Metropolitan Transportation Authority,370,Beach / 9th,3,8/14/2024,39,State,-117.99825,33.8651
City of Norwalk,1024,Beach Boulevard and Fashion Square Lane-,3,8/14/2024,39,State,-117.967546,33.919717
City of Norwalk,1149,Beach/Imperial,3,8/14/2024,39,State,-117.967741,33.91779
Orange County Transportation Authority,750,BEACH-COMMONWEALTH,3,8/14/2024,39,State,-117.99808,33.870228
Orange County Transportation Authority,4308,BEACH-LA HABRA,3,8/14/2024,39,State,-117.967662,33.932079
Orange County Transportation Authority,4309,BEACH-LA HABRA,3,8/14/2024,39,State,-117.967742,33.933102
Orange County Transportation Authority,4310,BEACH-GREGORY,3,8/14/2024,39,State,-117.967741,33.936429
Orange County Transportation Authority,4311,BEACH-WHITTIER,3,8/14/2024,39,State,-117.967771,33.93858
Orange County Transportation Authority,4389,WHITTIER-HACIENDA,3,8/14/2024,39,State,-117.964409,33.939472
Orange County Transportation Authority,4391,WHITTIER-IDAHO,3,8/14/2024,39,State,-117.958683,33.938961
Orange County Transportation Authority,4392,WHITTIER-MONTE VISTA,3,8/14/2024,39,State,-117.955287,33.939069
Orange County Transportation Authority,4393,WHITTIER-WALNUT,3,8/14/2024,39,State,-117.951155,33.939038
Orange County Transportation Authority,4394,WHITTIER-EUCLID,3,8/14/2024,39,State,-117.946615,33.939039
Orange County Transportation Authority,4395,WHITTIER-CYPRESS,3,8/14/2024,39,State,-117.941178,33.939057
Orange County Transportation Authority,4396,WHITTIER-MAPLE,3,8/14/2024,39,State,-117.938595,33.939004
Orange County Transportation Authority,4397,WHITTIER-HARBOR,3,8/14/2024,39,State,-117.933237,33.939192
Orange County Transportation Authority,4398,WHITTIER-STONEWOOD,3,8/14/2024,39,State,-117.938678,33.939172
Orange County Transportation Authority,4399,WHITTIER-CYPRESS,3,8/14/2024,39,State,-117.942287,33.939208
Orange County Transportation Authority,4400,WHITTIER-EUCLID,3,8/14/2024,39,State,-117.946691,33.939218
Orange County Transportation Authority,4401,WHITTIER-WALNUT,3,8/14/2024,39,State,-117.950726,33.939192
Orange County Transportation Authority,4402,WHITTIER-MONTE VISTA,3,8/14/2024,39,State,-117.954999,33.939186
Orange County Transportation Authority,2614,BEACH-ADAMS,3,8/14/2024,39,State,-117.988369,33.67269
Orange County Transportation Authority,2615,BEACH-UTICA,3,8/14/2024,39,State,-117.988437,33.676276
Orange County Transportation Authority,2644,BEACH-YORKTOWN,3,8/14/2024,39,State,-117.988874,33.679065
Orange County Transportation Authority,2645,BEACH-UTICA,3,8/14/2024,39,State,-117.988833,33.675517
Orange County Transportation Authority,106,BEACH-BALL,3,8/14/2024,39,State,-117.993098,33.818128
Orange County Transportation Authority,107,BEACH-ROME,3,8/14/2024,39,State,-117.993151,33.82059
Orange County Transportation Authority,108,BEACH-ORANGE,3,8/14/2024,39,State,-117.993169,33.825449
Orange County Transportation Authority,109,BEACH-YOUTH CENTER,3,8/14/2024,39,State,-117.993234,33.829002
Orange County Transportation Authority,110,BEACH-LINCOLN,3,8/14/2024,39,State,-117.993345,33.833044
Orange County Transportation Authority,112,BEACH-YOUTH CENTER,3,8/14/2024,39,State,-117.993643,33.829031
Orange County Transportation Authority,114,BEACH-ORANGE,3,8/14/2024,39,State,-117.993542,33.824344
Orange County Transportation Authority,115,BEACH-STONYBROOK,3,8/14/2024,39,State,-117.993554,33.821202
Orange County Transportation Authority,116,BEACH-BALL,3,8/14/2024,39,State,-117.993497,33.816979
Orange County Transportation Authority,760,BEACH-AUTO CENTER DRIVE,3,8/14/2024,39,State,-117.998016,33.867982
Orange County Transportation Authority,761,BEACH-ARTESIA,3,8/14/2024,39,State,-117.998127,33.873839
Orange County Transportation Authority,762,BEACH-FRANKLIN,3,8/14/2024,39,State,-117.998159,33.87713
Orange County Transportation Authority,763,BEACH-CASCADE,3,8/14/2024,39,State,-117.997169,33.882318
Orange County Transportation Authority,764,BEACH-MALVERN,3,8/14/2024,39,State,-117.995069,33.884806
Orange County Transportation Authority,765,BEACH-CAMERON,3,8/14/2024,39,State,-117.993168,33.887622
Orange County Transportation Authority,767,BEACH-DURANGO,3,8/14/2024,39,State,-117.989495,33.892878
Orange County Transportation Authority,768,BEACH-DURANGO,3,8/14/2024,39,State,-117.990165,33.892584
Orange County Transportation Authority,769,BEACH-DURANGO,3,8/14/2024,39,State,-117.991338,33.89075
Orange County Transportation Authority,771,BEACH-LA MIRADA,3,8/14/2024,39,State,-117.99604,33.884014
Orange County Transportation Authority,772,BEACH-STAGE,3,8/14/2024,39,State,-117.997833,33.882193
Orange County Transportation Authority,773,BEACH-FRANKLIN,3,8/14/2024,39,State,-117.998471,33.876965
Orange County Transportation Authority,774,BEACH-ARTESIA,3,8/14/2024,39,State,-117.998461,33.873773
Orange County Transportation Authority,775,BEACH-COMMONWEALTH,3,8/14/2024,39,State,-117.998374,33.869457
Orange County Transportation Authority,776,BEACH-AUTO CENTER DRIVE,3,8/14/2024,39,State,-117.998395,33.867309
Orange County Transportation Authority,2177,BEACH-GARDEN GROVE,3,8/14/2024,39,State,-117.993025,33.774809
Orange County Transportation Authority,2609,BEACH-PACIFIC COAST,3,8/14/2024,39,State,-117.98807,33.648987
Orange County Transportation Authority,2610,BEACH-SUNRISE,3,8/14/2024,39,State,-117.988141,33.654231
Orange County Transportation Authority,2611,BEACH-ATLANTA,3,8/14/2024,39,State,-117.988172,33.658049
Orange County Transportation Authority,2612,BEACH-INDIANAPOLIS,3,8/14/2024,39,State,-117.988296,33.665359
Orange County Transportation Authority,2613,BEACH-SEABRIDGE,3,8/14/2024,39,State,-117.988347,33.668963
Orange County Transportation Authority,2616,BEACH-YORKTOWN,3,8/14/2024,39,State,-117.988502,33.680167
Orange County Transportation Authority,2617,BEACH-CLAY,3,8/14/2024,39,State,-117.988526,33.682626
Orange County Transportation Authority,2618,BEACH-GARFIELD,3,8/14/2024,39,State,-117.9886,33.687383
Orange County Transportation Authority,2619,BEACH-GRAZIADIO,3,8/14/2024,39,State,-117.988652,33.691315
Orange County Transportation Authority,2620,BEACH-ELLIS,3,8/14/2024,39,State,-117.988676,33.694852
Orange County Transportation Authority,2621,BEACH-TAYLOR,3,8/14/2024,39,State,-117.988854,33.697215
Orange County Transportation Authority,2622,BEACH-TALBERT,3,8/14/2024,39,State,-117.98899,33.701683
Orange County Transportation Authority,2623,BEACH-NEWMAN,3,8/14/2024,39,State,-117.989016,33.70447
Orange County Transportation Authority,2624,BEACH-SLATER,3,8/14/2024,39,State,-117.989037,33.70815
Orange County Transportation Authority,2625,BEACH-HOLLAND,3,8/14/2024,39,State,-117.988888,33.710835
Orange County Transportation Authority,2626,BEACH-BLAYLOCK,3,8/14/2024,39,State,-117.988911,33.713544
Orange County Transportation Authority,2627,BEACH-WARNER,3,8/14/2024,39,State,-117.988945,33.716732
Orange County Transportation Authority,2628,BEACH-TERRY,3,8/14/2024,39,State,-117.988994,33.719988
Orange County Transportation Authority,2629,BEACH-STARK,3,8/14/2024,39,State,-117.989464,33.727864
Orange County Transportation Authority,2630,BEACH-MCDONALD,3,8/14/2024,39,State,-117.98946,33.725386
Orange County Transportation Authority,2631,BEACH-HEIL,3,8/14/2024,39,State,-117.989429,33.722519
Orange County Transportation Authority,2632,BEACH-TERRY,3,8/14/2024,39,State,-117.989375,33.718817
Orange County Transportation Authority,2634,BEACH-CYPRESS,3,8/14/2024,39,State,-117.989282,33.713038
Orange County Transportation Authority,2636,BEACH-SLATER,3,8/14/2024,39,State,-117.989414,33.70768
Orange County Transportation Authority,2637,BEACH-LIBERTY,3,8/14/2024,39,State,-117.989424,33.705305
Orange County Transportation Authority,2638,BEACH-TALBERT,3,8/14/2024,39,State,-117.98935,33.700263
Orange County Transportation Authority,2641,BEACH-CONSTANTINE,3,8/14/2024,39,State,-117.989011,33.689227
Orange County Transportation Authority,2642,BEACH-GARFIELD,3,8/14/2024,39,State,-117.988968,33.685767
Orange County Transportation Authority,2643,BEACH-CLAY,3,8/14/2024,39,State,-117.988916,33.682727
Orange County Transportation Authority,2646,BEACH-ADAMS,3,8/14/2024,39,State,-117.988755,33.671429
Orange County Transportation Authority,2647,BEACH-MEMPHIS,3,8/14/2024,39,State,-117.988736,33.668821
Orange County Transportation Authority,2648,BEACH-INDIANAPOLIS,3,8/14/2024,39,State,-117.988693,33.665163
Orange County Transportation Authority,2649,BEACH-SUNSET,3,8/14/2024,39,State,-117.988614,33.661969
Orange County Transportation Authority,2650,BEACH-ATLANTA,3,8/14/2024,39,State,-117.988533,33.657021
Orange County Transportation Authority,2651,BEACH-SUNRISE,3,8/14/2024,39,State,-117.988522,33.653896
Orange County Transportation Authority,4301,BEACH-1501 HILLSBOROUGH,3,8/14/2024,39,State,-117.975349,33.910302
Orange County Transportation Authority,4302,BEACH-WESTRIDGE PLAZA SOUTH,3,8/14/2024,39,State,-117.970706,33.914106
Orange County Transportation Authority,4303,BEACH-IMPERIAL,3,8/14/2024,39,State,-117.967796,33.917817
Orange County Transportation Authority,4304,BEACH-FASHION SQUARE,3,8/14/2024,39,State,-117.9676,33.919751
Orange County Transportation Authority,4306,BEACH-LAMBERT,3,8/14/2024,39,State,-117.967636,33.92492
Orange County Transportation Authority,4307,BEACH-MERCED,3,8/14/2024,39,State,-117.967631,33.92733
Orange County Transportation Authority,4314,BEACH-LAMBERT,3,8/14/2024,39,State,-117.968011,33.924189
Orange County Transportation Authority,4318,BEACH-1501 HILLSBOROUGH,3,8/14/2024,39,State,-117.975161,33.910872
Orange County Transportation Authority,7093,BEACH-GARDEN GROVE,3,8/14/2024,39,State,-117.9926,33.774966
Orange County Transportation Authority,7094,BEACH-STANFORD,3,8/14/2024,39,State,-117.992687,33.77817
Orange County Transportation Authority,7095,BEACH-LAMPSON,3,8/14/2024,39,State,-117.992645,33.780539
Orange County Transportation Authority,7096,BEACH-CATHERINE,3,8/14/2024,39,State,-117.992731,33.784855
Orange County Transportation Authority,7097,BEACH-CHAPMAN,3,8/14/2024,39,State,-117.992779,33.788838
Orange County Transportation Authority,7098,BEACH-BEVER,3,8/14/2024,39,State,-117.992793,33.791646
Orange County Transportation Authority,7099,BEACH-ORANGEWOOD,3,8/14/2024,39,State,-117.992874,33.796422
Orange County Transportation Authority,7101,BEACH-KATELLA,3,8/14/2024,39,State,-117.992951,33.803371
Orange County Transportation Authority,7102,BEACH-MAIN,3,8/14/2024,39,State,-117.993008,33.807688
Orange County Transportation Authority,7103,BEACH-CERRITOS,3,8/14/2024,39,State,-117.99304,33.810598
Orange County Transportation Authority,7104,BEACH-STARR,3,8/14/2024,39,State,-117.993081,33.815116
Orange County Transportation Authority,7105,BEACH-STARR,3,8/14/2024,39,State,-117.993456,33.814275
Orange County Transportation Authority,7106,BEACH-CERRITOS,3,8/14/2024,39,State,-117.993408,33.809431
Orange County Transportation Authority,7107,BEACH-PACIFIC,3,8/14/2024,39,State,-117.993399,33.806844
Orange County Transportation Authority,7108,BEACH-KATELLA,3,8/14/2024,39,State,-117.99335,33.8024
Orange County Transportation Authority,7321,BEACH-HEIL,3,8/14/2024,39,State,-117.988987,33.72381
Orange County Transportation Authority,7322,BEACH-MACDONALD,3,8/14/2024,39,State,-117.989038,33.726141
Orange County Transportation Authority,7323,BEACH-MCFADDEN,3,8/14/2024,39,State,-117.989218,33.737839
Orange County Transportation Authority,7324,BEACH-ELMORE,3,8/14/2024,39,State,-117.989309,33.741713
Orange County Transportation Authority,7325,BEACH-BOLSA,3,8/14/2024,39,State,-117.989327,33.745269
Orange County Transportation Authority,7326,BEACH-MADISON,3,8/14/2024,39,State,-117.989351,33.748064
Orange County Transportation Authority,7327,BEACH-HAZARD,3,8/14/2024,39,State,-117.989396,33.752648
Orange County Transportation Authority,7328,BEACH-13TH,3,8/14/2024,39,State,-117.98944,33.756038
Orange County Transportation Authority,7329,BEACH-WESTMINSTER,3,8/14/2024,39,State,-117.989482,33.759929
Orange County Transportation Authority,7330,BEACH-21ST,3,8/14/2024,39,State,-117.989512,33.763224
Orange County Transportation Authority,7331,BEACH-TRASK,3,8/14/2024,39,State,-117.989969,33.766829
Orange County Transportation Authority,7332,BEACH-TRASK,3,8/14/2024,39,State,-117.990114,33.766011
