key,year,ntd_id,number_of_state_counties,tam_tier,personal_vehicles,density,uza_name,tribal_area_name,service_area_sq_miles,total_voms,city,fta_recipient_id,region,state_admin_funds_expended,zip_code_ext,zip_code,ueid,address_line_2,number_of_counties_with_service,reporter_acronym,original_due_date,sq_miles,address_line_1,p_o__box,fy_end_date,reported_by_ntd_id,population,reporting_module,service_area_pop,subrecipient_type,state,volunteer_drivers,primary_uza,doing_business_as,reporter_type,legacy_ntd_id,voms_do,url,reported_by_name,voms_pt,organization_type,agency_name,_valid_from,_valid_to,_is_current
beaafd757d44f23e5e4d985d75dd3f4c,2021,40158,,Tier II,,1391.0,"Leesburg-Eustis-Tavares, FL",,71.0,32.0,Tavares,6480.0,4.0,,3813.0,32778.0,NNPSKT8GRCU1,,,LCBOCC,1643587200000,94.0,315 W Main St,7800,1632960000000,,131337.0,Urban,97497.0,,FL,,244.0,LakeXpress,Full Reporter,4158,,https://ridelakexpress.com/,,32.0,"City, County or Local Government Unit or Department of Transportation",Lake County Board of County Commissioners,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
166cda1879212b12cb5dcf61f73cace0,2021,40205,,Tier II,,1685.0,"Charlotte, NC-SC",,576.0,23.0,Statesville,1005.0,4.0,,5807.0,28677.0,XTNRLKJLA4S9,,,ICATS,1635638400000,741.0,200 S Center St,788,1625011200000,,1249442.0,Urban,161202.0,,NC,,38.0,Iredell County Area Transportation Services,Reduced Reporter,4205,23.0,http://www.rideICATS.com,,,"City, County or Local Government Unit or Department of Transportation",The County of Iredell,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
3e277f470e7001fe49ea9a5369adbac9,2021,463,,Tier II,,0.0,Alaska Non-UZA,"Petersburg ANVSA, AK",,1.0,Petersburg,7376.0,10.0,,,99833.0,P1F7ZMNAJND3,,,PIA,1651276800000,0.0,15 N 12Th St,1418,1640908800000,,0.0,Tribe,,,AK,,0.0,,Reduced Reporter,,1.0,http://piatribal.org,,,Tribe,Petersburg Indian Association,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
8e2b8160c173814b3d1d55dbcac5fc86,2021,4R03-40967,,Tier II,,,,,,7.0,Valdosta,,4.0,,5504.0,31601.0,PF59LYN76NM4,"Office of Engineering, 2nd Floor",,,1635638400000,,327 N Ashley St,,1625011200000,4R03,,Rural,,Rural General Public Transit,GA,,,,Rural Reporter,4R03-094,,http://www.lowndescounty.com/381/Public-Transit,Georgia Department of Transportation,7.0,"City, County or Local Government Unit or Department of Transportation",Lowndes County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
a2b14dc5773bf3c0ad04dfe1757d3be6,2021,4R03-41133,,Tier II,,,,,,8.0,Newnan,,4.0,,1973.0,30263.0,FXRJWWPQNN59,,,,1635638400000,,22 E Broad St,,1625011200000,4R03,,Rural,,Rural General Public Transit,GA,,,,Rural Reporter,4R03-115,,https://www.coweta.ga.us/government/departments-a-e/community-development/community-development/transportation-planning/coweta-transit-dial-a-ride,Georgia Department of Transportation,8.0,"City, County or Local Government Unit or Department of Transportation",Coweta County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
4e4fdf9d80999be4a80ea96a897d5b43,2021,4R03-41142,,Tier II,,,,,,12.0,Jesup,,4.0,,4446.0,31546.0,RYE9KJ57ZBC8,,,,1635638400000,,341 E Walnut St,270,1625011200000,4R03,,Rural,,Rural General Public Transit,GA,,,,Rural Reporter,4R03-074,12.0,https://www.waynecountyga.us/department/index.php?structureid=32,Georgia Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",Wayne County Transit,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
e2d7a91ef3a973fd53422c603fc03a0c,2021,4R06-40933,,Tier II,,,,,,11.0,Clinton,,4.0,,4780.0,28328.0,DMT2MK5GB6Z7,,,Sampson Area Transit,1635638400000,,406 County Complex Rd Bldg C,,1625011200000,4R06,,Rural,,Rural General Public Transit,NC,,,,Rural Reporter,4R06-043,11.0,http://www.sampsonnc.com,North Carolina Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",Sampson County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
b2abe02c6a1fcdf8e9d5044708361e65,2021,4R06-41162,,Tier II,,,,,,16.0,Kinston,,4.0,,4941.0,28501.0,QKUFL37VPGH6,,,Lenoir County Transportation,1635638400000,,130 S Queen St,3289,1625011200000,4R06,,Rural,,Rural General Public Transit,NC,,,,Rural Reporter,4R06-027,16.0,http://www.co.lenoir.nc.us,North Carolina Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",Lenoir County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
92c81b84f4ae26b35d61b5237268fd74,2021,4R08-40989,,Tier II,,,,,,108.0,Dunlap,1007.0,4.0,,3342.0,37327.0,ZRXWHNPA7T45,,,SETHRA,1635638400000,,312 Resource Rd,909,1625011200000,4R08,,Rural,,Rural General Public Transit,TN,,,,Rural Reporter,4R08-004,108.0,http://www.sethra.us,Tennessee Department of Transportation,,Independent Public Agency or Authority of Transit Service,Southeast Tennessee Human Resource Agency-Rural Division,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
ea3513ac9e556c5ef01050f492614893,2021,50006,,Tier II,,2706.0,"Racine, WI",,27.0,32.0,Racine,1262.0,5.0,,1146.0,53403.0,RNJWFNVX3J38,Attn: Kathleen Fischer,,,1651276800000,49.0,730 Washington Ave,,1640908800000,,133700.0,Urban,112100.0,,WI,,239.0,RYDE,Full Reporter,5006,29.0,http://www.racinetransit.com/,,3.0,"City, County or Local Government Unit or Department of Transportation","City of Racine, Wisconsin",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
793d960094a61b3b94f831076951aff3,2021,50113,,Tier I (Fixed Route VOMS),,3524.0,"Chicago, IL-IN",,3519.0,986.0,Arlington Heights,5118.0,5.0,,4412.0,60005.0,CQNQCKLJRAN8,,,PACE,1651276800000,2443.0,550 W Algonquin Rd,,1640908800000,,8608208.0,Urban,5666540.0,,IL,,3.0,,Full Reporter,5113,723.0,http://www.pacebus.com/,,263.0,Independent Public Agency or Authority of Transit Service,Pace - Suburban Bus Division,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
0fba2d7a5bd887df79227f27dc7251d8,2021,55270,,Tier II,,0.0,Minnesota Non-UZA,"White Earth Reservation and Off-Reservation Trust Land, MN",,10.0,Ogema,6499.0,5.0,,9658.0,56569.0,GR1MGDM3ZSV7,,,WEPT,1643587200000,0.0,35500 Eagle View Rd,,1632960000000,,0.0,Tribe,,,MN,,0.0,,Reduced Reporter,5T10,10.0,http://www.whiteearth.com/,,,Tribe,White Earth Band of Chippewa,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
0d103c3a50a2a5084c51206609a44458,2021,5R02-50358,,Tier II,,,,,,4.0,New Castle,1189.0,5.0,,,47362.0,,,,,1651276800000,,201 South 25Th Street,,1640908800000,5R02,,Rural,,Rural General Public Transit,IN,,,New Castle Transit ,Rural Reporter,5R02-015,4.0,http://www.cityofnewcastle.net,Indiana Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",City of New Castle,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
af5226dffa352adbcb83d80201438bae,2021,5R06-55346,,Tier II,,,,,,,Whitehall,,5.0,,9139.0,54773.0,CH7PR8S5Y183,,,,1635638400000,,36245 Main St,67,1625011200000,5R06,,Asset,,Asset Subrecipient,WI,,,,Reduced Asset Reporter,,,http://www.tremplocounty.com/tchome/aging_disability_resource_center/transportation_services.aspx,Wisconsin Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",County of Trempealeau,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
ad31703b52bd9d58931790d3f2f168ad,2021,5R06-55372,,Tier II,,,,,,,Milwaukee ,,5.0,,,53204.0,,,,,1635638400000,,1028 S. 9Th St,,1625011200000,5R06,,Asset,,Asset Subrecipient,WI,,,,Reduced Asset Reporter,,,http://www.unitedcc.org/index.htm,Wisconsin Department of Transportation,,Private-Non-Profit Corporation,United Community Center,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
1012d664c4de8d42d4a849e37248df00,2021,60058,,Tier II,,3579.0,"New Orleans, LA",,24.0,2.0,Chalmette,1521.0,6.0,,1744.0,70043.0,KUPNNK7HM4R8,,,SBURT,1651276800000,251.0,8201 W Judge Perez Dr,,1640908800000,,899703.0,Urban,43764.0,,LA,,49.0,St. Bernard Transit ,Reduced Reporter,6058,2.0,http://www.sbpg.net/178/transit,,,"City, County or Local Government Unit or Department of Transportation",St. Bernard Parish,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
54e7fcccf85daef3fa6390379f3cf451,2021,60260,,Tier II,,2879.0,"Dallas-Fort Worth-Arlington, TX",,1945.0,8.0,Corsicana,1588.0,6.0,,2470.0,75110.0,FMDGB9CFCRE3,,,CSI,1651276800000,1779.0,302 Hospital Dr,,1635638400000,,5121892.0,Urban,222321.0,,TX,,6.0,,Reduced Reporter,6R05-012,8.0,http://www.csicorsicana.org/,,,Private-Non-Profit Corporation,"Community Services, Inc. ",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
79976c5eed7752214e2c5b61ec48bb50,2021,60271,,,,883.0,"Hammond, LA",,,,Amite,7263.0,6.0,,2524.0,70422.0,E2NUJD8QS4R4,,,,1651276800000,77.0,206 E Mulberry St,,1640908800000,,67629.0,Urban,,,LA,,410.0,,Separate Service,,,https://tangipahoa.org/Residents/public-transport,,,"City, County or Local Government Unit or Department of Transportation",Tangipahoa Parish Council,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
62d8c3f2e2aa20576c010cebe9d94851,2021,6R01-60204,,Tier II,,,,,,9.0,Jonesboro,1561.0,6.0,,7664.0,72404.0,JMLFL5ST8B99,,,NEAT,1635638400000,,2401 Fox Meadow Ln,16720,1625011200000,6R01,,Rural,,Rural General Public Transit,AR,,,North East Arkansas Transit,Rural Reporter,6R01-019,9.0,https://crdcnea.org/services-programs/north-east-arkansas-transit-neat,Arkansas Department of Transportation (ARDOT),,Private-Non-Profit Corporation,"Crowley's Ridge Development Council, Inc. (NEAT)",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
99950b3190c6430e7a7974184c37a0e6,2021,70051,,Tier II,,1510.0,"Cape Girardeau, MO-IL",,579.0,30.0,Cape Girardeau,7229.0,7.0,,5475.0,63701.0,NK6LQJAC3F85,,,CTA,1635638400000,35.0,937 Broadway St Ste 200,,1625011200000,,52900.0,Urban,81710.0,,MO,,478.0,,Reduced Reporter,7051,30.0,http://www.cgcta.com/,,,Independent Public Agency or Authority of Transit Service,Cape Girardeau County Transit Authority,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
86dc04c9b7ac93aadd5f15be9ecc8b6e,2021,7R01-70173,,Tier II,,,,,,12.0,Clinton,1812.0,7.0,,4313.0,52732.0,EK1QTBKL34T9,,,Clinton MTA,1643587200000,,611 S 3Rd St,,1632960000000,7R01,,Rural,,Rural General Public Transit,IA,,,,Rural Reporter,7R01-018,12.0,http://www.ci.clinton.ia.us,Iowa Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",Clinton Municipal Transit Administration,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
2c8311887ede0d2739d149ca2a1d1269,2021,7R02-77082,,Tier II,,,,,,1.0,Saint Francis,1813.0,7.0,,5680.0,67756.0,DKSELJD2EXS7,,,,1635638400000,,212 E Washington St,,1625011200000,7R02,,Rural,,Rural General Public Transit,KS,,,,Rural Reporter,,1.0,www.cncoks.us,Kansas Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",Cheyenne County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
e934556d11d1d614f55f2c56d3d4c8ef,2021,8R04-80116,,Tier II,,,,,,9.0,Mitchell,1160.0,8.0,,2620.0,57301.0,JXEFNSSK2VF4,,,,1643587200000,,612 N Main St,,1632960000000,8R04,,Rural,,Rural General Public Transit,SD,,,,Rural Reporter,8R04-009,9.0,http://www.cityofmitchell.org,South Dakota Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",City of Mitchell - Palace Transit,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
26d8db1fa3c7e73a621029a09d6fc2fc,2021,90239,,Tier II,,1742.0,"Sierra Vista, AZ",,152.0,7.0,Sierra Vista,7258.0,9.0,,6334.0,85635.0,FLASE6CL45E9,,,,1635638400000,30.0,1011 N Coronado Dr,,1625011200000,,52745.0,Urban,45308.0,,AZ,,480.0,Vista Transit,Reduced Reporter,9239,7.0,http://www.VistaTransit.org/,,,"City, County or Local Government Unit or Department of Transportation",City of Sierra Vista,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
dd9ebda114599e13eb94570444ff33c6,2021,A0003-99450,,Tier II,,,,,,,Hawaiian Gardens,5566.0,9.0,,1299.0,90716.0,CXAQQ7FZTJL3,,,,1635638400000,,21815 Pioneer Blvd,,1625011200000,A0003,,Asset,,Asset Subrecipient,CA,,,,Reduced Asset Reporter,,,https://hgcity.org/hg/,Los Angeles County Metropolitan Transportation Authority ,,"City, County or Local Government Unit or Department of Transportation",City of Hawaiian Gardens,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
54d7c7548730685222796a136e3e70ef,2021,A0011-55536,,Tier II,,,,,,,Southgate,,5.0,,2408.0,48195.0,QD5SYQXQWVJ5,,,,1635638400000,,15100 Northline Rd Ste 132,,1625011200000,A0011,,Asset,,Asset Subrecipient,MI,,,,Reduced Asset Reporter,,,http://www.dccwf.org/,Suburban Mobility Authority for Regional Transportation,,Private-Non-Profit Corporation,Downriver Community Conference,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
853287a536957718a025f0d976e7980f,2021,A0015,,N/A - Group Plan Sponsor,,,,,302.0,,Portage,,5.0,,,46368.0,,,,NIRPC,1651276800000,,6100 Southport Road,,1640908800000,,,Asset,551543.0,,IN,,,,Group Plan Sponsor,,,http://www.nirpc.org/,,,"MPO, COG or Other Planning Agency",Northwestern Indiana Regional Planning Commission,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
35b1c9f5bd11372795190c6c0cde4b0f,2022,10144,,Tier II,37.0,,,,,85.0,Wilmington,1393.0,1.0,,9704.0,5363.0,ZY9BW5CGNNR8,,,SEVT,1667174400000,,45 Mill St,,1656547200000,1R06,,Rural,,Rural General Public Transit,VT,28.0,,,Rural Reporter,1R06-005,85.0,http://www.moover.com,Vermont Agency of Transportation,,Corporation,"Southeast Vermont Transit, Inc",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
2ff9d2c87b0961843f1a642ba4741422,2022,20192,,Tier II,,5981.0,"New York--Jersey City--Newark, NY--NJ",,247.0,47.0,Hackensack,1414.0,2.0,,7075.0,7601.0,QNM9QFNMAMH4,,,BCCT,1682812800000,3248.12,1 Bergen County Plz,,1672444800000,,19426449.0,Urban,955732.0,,NJ,,,Bergen County Community Transportation,Full Reporter,2192,47.0,http://www.co.bergen.nj.us/community-transportation,,,County or Local Government Unit or Department of Transportation,Bergen County,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
44caf16f7cd419822c561f4a9135b977,2022,22932,,Tier II,,,,,,0.0,Carteret,,2.0,,2602.0,7008.0,,,,,1667174400000,,61 Cooke Avenue - Memorial Municipal Building,,1656547200000,2R01,,Asset,,Asset Subrecipient,NJ,,,,Reduced Asset Reporter,,,https://www.carteret.net,NJ Transit,,County or Local Government Unit or Department of Transportation,Borough of Carteret,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
1d62d63090b58e9e1b160420779b7a90,2022,31021,,Tier II,,,,,,0.0,Kermit,,3.0,,1301.0,25674.0,RJ3GNL6LJMP4,,,,1667174400000,,100 Lincoln St,1257,1656547200000,3R05,,Asset,,Asset Subrecipient,WV,,,,Reduced Asset Reporter,,,http://www.christianhelpmingo.org/,West Virginia Department of Transportation,,Corporation,"Christian Help, Inc. of Mingo County",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
afd599670f30bfd132c97f2d5f1a1a6e,2022,3R03,24.0,Tier II,,,,,,0.0,Baltimore,1401.0,3.0,83285.0,6806.0,21202.0,RLSTMX6G1KN9,6 Saint Paul Street,17.0,MTA,1667174400000,,6 Saint Paul St Fl 8,,1656547200000,,,Rural,,,MD,,,,State Reporter,3R03,,http://www.mta.maryland.gov/,,,,Maryland Department of Transportation,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
c7748f58254d29802581c25e507f5e29,2022,40020,,Tier II,,2100.0,"Owensboro, KY",,21.0,9.0,Owensboro,1106.0,4.0,,9003.0,42302.0,KQALBJJNAFZ7,,,OTS,1667174400000,36.4,430 Allen Street,10003,1656547200000,,76433.0,Urban,60011.0,,KY,,,Owensboro Transit Systems,Reduced Reporter,4020,9.0,https://transit.owensboro.org,,,County or Local Government Unit or Department of Transportation,City of Owensboro,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
7d2703a18905954b7ab39e3239e642a7,2022,40032,,Tier II,,1894.0,"Daytona Beach--Palm Coast--Port Orange, FL",,1207.0,147.0,Daytona Beach,1081.0,4.0,,2518.0,32119.0,,,,Votran,1675123200000,212.36,950 Big Tree Rd,,1664496000000,,402126.0,Urban,494593.0,,FL,,,VOTRAN,Full Reporter,4032,114.0,http://www.votran.org/,,33.0,County or Local Government Unit or Department of Transportation,County of Volusia,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
87ea3bb9e977802a0b21e5572099033c,2022,40210,,Tier II,,0.0,North Carolina Non-UZA,,1803.0,20.0,New Bern,7278.0,4.0,,4911.0,28560.0,LTZ2U8LZQ214,,,CARTS,1667174400000,0.0,406 Craven St,,1656547200000,,4506122.0,Urban,122273.0,,NC,,,Craven Area Rural Transit System,Reduced Reporter,4210,20.0,https://www.cravencountync.gov/165/Transportation-CARTS,,,County or Local Government Unit or Department of Transportation,Craven County,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
76dc5a43126c848c69607222758cf2b2,2022,40223,,Tier II,,1659.0,"Fayetteville, NC",,658.0,12.0,Fayetteville,4005.0,4.0,,5763.0,28301.0,VAUSC2ZZKJ78,,,CTP,1667174400000,195.92,117 Dick St,,1656547200000,,325008.0,Urban,329403.0,,NC,,,,Reduced Reporter,4223,,http://www.co.cumberland.nc.us/departments/planning-group/planning/ctp,,12.0,County or Local Government Unit or Department of Transportation,Cumberland County,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
5160117b39c618dba22b83ccec0085e4,2022,40952,,Tier II,0.0,,,,,27.0,Kingstree,1006.0,4.0,,,29556.0,,,,WCTS,1667174400000,,2085 Thurgood Marshall Highway,,1656547200000,4R07,,Rural,,Rural General Public Transit,SC,0.0,,,Rural Reporter,4R07-020,27.0,http://www.wctransit.org,South Carolina Department of Transportation,,County or Local Government Unit or Department of Transportation,Williamsburg County Transit System,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
007cbdaa4006a819bdcd616525326956,2022,41186,,Tier II,0.0,,,,,24.0,Bonifay,1001.0,4.0,,2224.0,32425.0,KSHUE4AZMR39,,,,1667174400000,,302 N Oklahoma St,,1656547200000,4R02,,Rural,,Rural General Public Transit,FL,0.0,,,Rural Reporter,4R02-018,24.0,http://www.tricountycommunitycouncil.com,Florida Department of Transportation,,Corporation,"Tri-County Community Council, Inc",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
ad8affeae88a160b88e2d343ad24faeb,2022,462,,Tier II,,0.0,Alaska Non-UZA,"Noorvik ANVSA, AK",,1.0,Noorvik,7202.0,10.0,,,99763.0,FKJ7L7ZHLGE4,,,,1675123200000,0.0,Northwind Drive #2,209,1664496000000,,359299.0,Tribe,,,AK,,,Noorvik Native Community,Reduced Reporter,,1.0,,,,Tribe,Noorvik Native Community,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
84fd2d7d0ac2ab9371bf56f9054507f5,2022,50038,,Tier II,,1886.0,"South Bend, IN--MI",,120.0,6.0,Niles,1128.0,5.0,,2258.0,49120.0,FB83FCGM9YL9,,,DART,1675123200000,147.93,333 N 2Nd St Ste 301,,1664496000000,,278921.0,Urban,237932.0,,MI,,,Niles Dial-A-Ride Transportation,Reduced Reporter,5038,6.0,http://www.nilesdialaride.org/,,,County or Local Government Unit or Department of Transportation,City of Niles ,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
6b1311909117c71c84f431bcdeddfedd,2022,50209,,Tier II,,2353.0,"Indianapolis, IN",,368.0,34.0,Indianapolis,7107.0,5.0,,1727.0,46204.0,C6VRETBHZFH5,STE 920,,CIRTA,1682812800000,722.55,320 N Meridian St,,1672444800000,,1699881.0,Urban,864447.0,,IN,,,,Full Reporter,5209,,http://www.cirta.us/,,34.0,Public Agency or Authority of Transit Service,Central Indiana Regional Transportation Authority ,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
94cb1491ae3d330f328a9f614436ab61,2022,50397,,Tier II,0.0,,,,,6.0,Park Rapids,2039.0,5.0,,1407.0,56470.0,YXHTCDW3NVV6,,,,1667174400000,,205 Court Ave,,1656547200000,5R04,,Rural,,Rural General Public Transit,MN,0.0,,,Rural Reporter,5R04-006,6.0,http://www.hubbardcountyheartlandexpress.com/,Minnesota Department of Transportation ,,Public Agency or Authority of Transit Service,Hubbard County,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
0163932994379adf766e7a2568efbd65,2022,55435,,Tier II,,,,,,0.0,Escanaba,1207.0,5.0,,3931.0,49829.0,CKKGSHWWE1R6,,,,1675123200000,,507 First Avenue North,,1664496000000,5R03,,Asset,,Asset Subrecipient,MI,,,,Reduced Asset Reporter,,,mdscaa.org,Michigan Department of Transportation,,Corporation,Menominee/Delta/Schoolcraft Community Action Agency,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
0d8e6c0061b4060c2ee5354f1bb9185a,2022,55510,,Tier II,,,,,,0.0,Gallipolis,,5.0,,8409.0,45631.0,CLSJZNV8DN97,,,,1682812800000,,3086 State Route 160,,1672444800000,5R05,,Asset,,Asset Subrecipient,OH,,,,Reduced Asset Reporter,,,http://www.hopewellhealth.org/,Ohio Department of Transportation,,Corporation,"Woodland Centers, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
beb41ef18b6317926c5b8602613d755e,2022,55659,,Tier II,,,,,,0.0,Southfield,,5.0,,8102.0,48034.0,FDHEDNKLVJY9,STE 2,,,1667174400000,,29299 Franklin Rd,,1656547200000,A0011,,Asset,,Asset Subrecipient,MI,,,,Reduced Asset Reporter,,,www.angelsplace.com,Suburban Mobility Authority for Regional Transportation,,Corporation,ANGELS' PLACE,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
bf4639d19d2e5681a6f558fa9e95fe59,2022,60033,,Tier I (Rail),,1725.0,"Little Rock, AR",,109.0,83.0,North Little Rock,1506.0,6.0,,4647.0,72114.0,Z58SBNNESS46,,,Metro,1682812800000,267.82,901 Maple St,,1672444800000,,461864.0,Urban,202333.0,,AR,,,,Full Reporter,6033,64.0,http://rrmetro.org,,19.0,Public Agency or Authority of Transit Service,Rock Region Metropolitan Transit Authority,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
84dab1e92acf28dc2db74590c59f5da7,2022,60190,,Tier II,0.0,,,,,6.0,Hobbs,1564.0,6.0,,8425.0,88240.0,T6JWFF1SWNW3,,,,1675123200000,,200 E Broadway St,,1664496000000,6R03,,Rural,,Rural General Public Transit,NM,0.0,,,Rural Reporter,6R03-005,6.0,http://www.hobbsnm.org,New Mexico Department of Transportation,,County or Local Government Unit or Department of Transportation,City of Hobbs,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
d2ddbe85316c6afea5224c7bb73aff6f,2022,70089,,Tier II,0.0,2345.0,"Kansas City, MO--KS",,,1.0,Bonner Springs,1813.0,7.0,,1047.0,66012.0,C477CXJM9BS5,,,Tiblow Transit,1667174400000,714.1,200 E 3Rd Street,38,1656547200000,7R02,1674218.0,Rural,,Rural General Public Transit,KS,0.0,,,Rural Reporter,7R02-002,1.0,www.bonnersprings.org,Kansas Department of Transportation,,County or Local Government Unit or Department of Transportation,City of Bonner Springs,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
d3236754c9ae35f13c0c47da29e4706a,2022,70167,,Tier II,0.0,,,,,1.0,Ellsworth,1813.0,7.0,,3328.0,67439.0,FMLFNL53PQW3,,,,1667174400000,,115 E North Main St,,1656547200000,7R02,,Rural,,Rural General Public Transit,KS,0.0,,,Rural Reporter,7R02-038,1.0,None,Kansas Department of Transportation,,Corporation,Ellsworth County Council on Aging,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
fb95d065dbce3d902b9cb5560f63214f,2022,80211,,Tier II,0.0,,,,,1.0,Limon,1130.0,8.0,,,80828.0,,,,,1682812800000,,100 Civic Center Drive,9,1672444800000,8R01,,Rural,,Rural General Public Transit,CO,0.0,,,Rural Reporter,8R01-033,1.0,https://www.townoflimon.com/index.php/government/transit-services,Colorado Department of Transportation,,County or Local Government Unit or Department of Transportation,Town of Limon,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
7b5b159830476f5fe35492f91f6226d3,2022,80217,,Tier II,,,,,,0.0,Lusk,1168.0,8.0,,,82225.0,SNRQQNPFS5T1,,,,1675123200000,,611 E 6Th St,,1664496000000,8R05,,Asset,,Asset Subrecipient,WY,,,,Reduced Asset Reporter,8R05-041,,http://www.luskwyoming.com/senior.html,Wyoming Department of Transportation,,Corporation,"Niobrara Senior Center, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
aadd9be0e9733727aa3f89723610c6f8,2022,90002,,Tier I (Fixed Route VOMS),,5886.0,"Honolulu, HI",,277.0,683.0,Honolulu,1703.0,9.0,,5296.0,96813.0,V9DEKYMD2MG1,Third Floor,,DTS,1667174400000,144.97,711 Kapiolani Blvd Ste 1600,,1656547200000,,853252.0,Urban,1016508.0,,HI,,,City & County of Honolulu DTS,Full Reporter,9002,,http://www.honolulu.gov/dts.html,,683.0,County or Local Government Unit or Department of Transportation,City and County of Honolulu,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
