grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,years_old:,_13_15,_16_20,_21_25,_26_30,_31_60,_60+,total_vehicles,average_age_of_fleet__in_years_,average_lifetime_miles_per_vehicle,_0_9,_10_12,vehicle_groups,name,itp_id,gtfs_schedule_status,number_services_w_complete_rt_status,#_fixed_route_services_w__static_gtfs,complete_static_gtfs_coverage_1_means_yes,complete_rt_coverage,gt_1_gtfs_for_any_service_1_means_yes,gt_1_complete_rt_set_1_means_yes
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Ojai,BCG0002503,Operating Assistance Sliding Scale,300902,64BO20-01405,249288.0,249288.0,214002.49,35285.51,0.0,Open,City of Ojai,Ojai,CA,9R02-004,9R02-91058,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,City of Ojai,231.0,ok,1.0,1.0,1.0,1.0,1.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Ridgecrest,BCG0002485,Operating Assistance Sliding Scale,300902,64BO20-01406,98062.0,98062.0,0.0,98062.0,0.0,Open,"City of Ridgecrest, dba: Ridgerunner",Ridgecrest,CA,9R02-051,9R02-91006,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,5.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Rio Vista,BCG0002379,Operating Assistance Sliding Scale,300902,64BO20-01407,150000.0,150000.0,150000.0,0.0,0.0,Open,"City of Rio Vista, dba: Rio Vista Delta Breeze",Rio Vista,CA,9R02-032,9R02-91014,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,Vans,City of Rio Vista,264.0,ok,0.0,0.0,1.0,1.0,0.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Solvang,BCG0002405,Operating Assistance Sliding Scale,300902,64BO20-01409,213045.0,213045.0,213045.0,0.0,0.0,Open,City of Solvang,Solvang,CA,9R02-039,9R02-91028,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6,0.0,10.0,0.0,Vans,City of Solvang,312.0,"ok,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Taft,BCG0002496,Operating Assistance Sliding Scale,300902,64BO20-01410,32899.0,32899.0,0.0,32899.0,0.0,Open,"City of Taft, dba: Taft Area Transit",Taft,CA,9R02-010,9R02-91066,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,Vans,City of Taft,330.0,"need long-term solution,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Wasco,BCG0002418,Operating Assistance Sliding Scale,300902,64BO20-01412,93317.0,93317.0,0.0,93317.0,0.0,Open,"Wasco, City of",Wasco,CA,9R02-028,9R02-99426,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,City of Woodlake,BCG0002489,Operating Assistance Sliding Scale,300902,64BO20-01413,99981.0,99981.0,0.0,99981.0,0.0,Open,City of Woodlake,Woodlake,CA,9R02-033,9R02-91079,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,1.0,1.0,0.0,0.0,0.0,0.0,3.0,13.33333333,0.0,1.0,0.0,Vans,City of Woodlake,371.0,needed,0.0,0.0,1.0,1.0,0.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Colusa County Transit Agency,BCG0002448,Operating Assistance Sliding Scale ,300902,64BO20-01414,129666.0,129666.0,129666.0,0.0,0.0,Open,Colusa County Transit Agency,Colusa,CA,9R02-034,9R02-91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,Vans,Colusa County Transit Agency,74.0,needed,0.0,0.0,1.0,1.0,0.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,County of Shasta Department of Public Works,BCG0002395,Operating Assistance Sliding Scale,300902,64BO20-01419,160881.0,360153.0,360153.0,-199272.0,0.0,Open,County of Shasta Department of Public Works,Redding,CA,,9R02-99438,"City, County or Local Government Unit or Department of Transportation",Asset Subrecipient,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,Vans,Shasta County,,ok,1.0,0.0,1.0,0.0,0.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,County of Shasta Department of Public Works,BCG0002395,Operating Assistance Sliding Scale,300902,64BO20-01419,199272.0,360153.0,360153.0,-160881.0,0.0,Open,County of Shasta Department of Public Works,Redding,CA,,9R02-99438,"City, County or Local Government Unit or Department of Transportation",Asset Subrecipient,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,Vans,Shasta County,,ok,1.0,0.0,1.0,0.0,0.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,County of Siskiyou,BCG0002393,Operating Assistance Sliding Scale,300902,64BO20-01420,271816.0,271816.0,271816.0,0.0,0.0,Open,"County of Siskiyou, dba: Siskiyou County Transit",Yreka,CA,9R02-017,9R02-91048,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,0.0,Vans,Siskiyou County,83.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Eastern Sierra Transit Authority,BCG0002384,Operating Assistance Sliding Scale - Mono,300902,64BO20-01423,85976.0,85976.0,85976.0,0.0,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Eastern Sierra Transit Authority,BCG0002408,Operating Assistance Sliding Scale - Inyo,300902,64BO20-01422,112274.0,112274.0,112274.0,0.0,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,El Dorado County Transit Authority,BCG0002514,Operating Assistance Sliding Scale,300902,64BO20-01424,538231.0,538231.0,0.0,538231.0,0.0,Open,El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Reduced Reporter,1723634.0,29.0,,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Fresno County Rural Transit Agency,BCG0002480,Operating Assistance Sliding Scale,300902,64BO20-01425,1669771.0,1669771.0,1669771.0,0.0,0.0,Open,Fresno County Rural Transit Agency,Fresno,CA,9R02-025,9R02-91007,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.555555556,0.0,18.0,0.0,Vans,Fresno County Rural Transit Agency,117.0,"needed,needed,ok,ok,needed,ok,ok,needed,needed,needed,needed,needed,ok,ok,ok,needed,ok,needed,needed,needed,needed,needed",0.0,4.0,0.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Humboldt Transit Authority,BCG0002459,Operating Assistance Sliding Scale,300902,64BO20-01427,814981.0,814981.0,814981.0,0.0,0.0,Open,Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Humboldt Transit Authority,135.0,"needed,ok,ok,ok",3.0,3.0,1.0,1.0,1.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Imperial County Transportation Commission,BCG0002427,Operating Assistance Sliding Scale ,300902,64BO20-01428,278268.0,278268.0,147067.0,131201.0,0.0,Open,Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,107672.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1256.0,1.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Kern Regional Transit,BCG0002440,Operating Assistance Sliding Scale,300902,64BO20-01429,1075361.0,1075361.0,0.0,1075361.0,0.0,Open,Kern Regional Transit,Bakersfield,CA,9R02-037,9R02-91059,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,Vans,Kern County,146.0,"ok,needed,needed,needed,needed,needed,needed,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Kings County Area Public Transit Agency,BCG0002424,Operating Assistance Sliding Scale ,300902,64BO20-01430,120517.0,269794.0,269794.0,-149277.0,0.0,Open,Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,87941.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Kings County Area Public Transit Agency,BCG0002424,Operating Assistance Sliding Scale ,300902,64BO20-01430,149277.0,269794.0,269794.0,-120517.0,0.0,Open,Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,87941.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Kings County Area Public Transit Agency,BCG0002425,Purchase Replacement Std 35 Ft Bus ,111202,64BC20-01384,2502.0,104694.0,0.0,2502.0,0.0,Open,Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,87941.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Kings County Area Public Transit Agency,BCG0002425,Purchase Replacement Std 35 Ft Bus ,111202,64BC20-01384,102192.0,104694.0,0.0,102192.0,0.0,Open,Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,87941.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Lake Transit Authority,BCG0002443,Operating Assistance Sliding Scale,300902,64BO20-01431,391469.0,391469.0,391469.0,0.0,0.0,Open,Lake Transit Authority,Lower Lake,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Vans,Lake Transit Authority,159.0,"ok,needed,needed",1.0,1.0,1.0,1.0,1.0,1.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Lassen Transit Service Agency,BCG0002376,Operating Assistance Sliding Scale ,300902,64BO20-01432,211247.0,211247.0,211247.0,0.0,0.0,Open,Lassen Transit Service Agency,Susanville,CA,9R02-021,9R02-91098,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,Vans,Lassen Transit Service Agency,162.0,"ok,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Marin County Transit District,BCG0002434,Operating Assistance Sliding Scale,300902,64BO20-01434,231638.0,231638.0,231638.0,0.0,0.0,Open,Marin County Transit District,San Rafael,CA,9234,90234,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,30519.5,4.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Mendocino Transit Authority,BCG0002473,Operating Assistance Sliding Scale ,300902,64BO20-01435,531772.0,531772.0,0.0,531772.0,0.0,Open,Mendocino Transit Authority,Ukiah,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,24.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,Vans,Mendocino Transit Authority,198.0,"ok,needed,needed,needed,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Modoc Transportation Agency,BCG0002389,Operating Assistance Sliding Scale,300902,64BO20-01436,58637.0,58637.0,58637.0,0.0,0.0,Open,Modoc Transportation Agency,Alturas,CA,9R02-048,9R02-91008,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Monterey-Salinas Transit,BCG0002394,Operating Assistance Sliding Scale,300902,64BO20-01437,659628.0,659628.0,437796.41,221831.59,0.0,Open,Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237.0,112.0,,0.0,5.0,0.0,0.0,0.0,0.0,18.0,,,13.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Morongo Basin Transit Authority,BCG0002390,Operating Assistance Sliding Scale,300902,64BO20-01438,421203.0,421203.0,421203.0,0.0,0.0,Open,Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,Morongo Basin Transit Authority,212.0,"ok,research",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Mountain Area Regional Transit Authority,BCG0002454,Operating Assistance Sliding Scale,300902,64BO20-01439,297765.0,297765.0,297765.0,0.0,0.0,Open,"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Vans,Mountain Area Regional Transit Authority,214.0,"ok,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Napa Valley Transportation Authority,BCG0002441,Operating Assistance Sliding Scale,300902,64BO20-01440,233844.0,233844.0,233844.0,0.0,0.0,Open,Napa Valley Transportation Authority,Napa,CA,9088,90088,Independent Public Agency or Authority of Transit Service,Full Reporter,83913.0,47.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,North County Transit District,BCG0002507,Operating Assistance Sliding Scale,300902,64BO20-01441,465994.0,465994.0,465994.0,0.0,0.0,Open,North County Transit District,Oceanside,CA,9030,90030,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,205.0,,15.0,17.0,0.0,0.0,0.0,0.0,75.0,,,30.0,13.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Palo Verde Valley Transit Agency,BCG0002754,Purchase Replacement < 30 Ft Bus,111204,64BC20-01385,101073.0,101073.0,0.0,101073.0,0.0,Open,Palo Verde Valley Transit Agency,Blythe,CA,,9R02-99454,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.090909091,0.0,11.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Palo Verde Valley Transit Agency,BCG0002755,Purchase Replacement < 30 Ft Bus,111204,64BC20-01385,101073.0,101073.0,0.0,101073.0,0.0,Open,Palo Verde Valley Transit Agency,Blythe,CA,,9R02-99454,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.090909091,0.0,11.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Placer County Public Works (TART & PCT),BCG0002426,Operating Assistance Sliding Scale,300902,64BO20-01442,446009.0,446009.0,446009.0,0.0,0.0,Open,"County of Placer, dba: Placer County Department of Public Works",Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,178989.3,10.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Plumas County Transportation Commission,BCG0002432,Operating Assistance Sliding Scale ,300902,64BO20-01443,121118.0,121118.0,0.0,121118.0,0.0,Open,Plumas County Transportation Commission,Quincy,CA,9R02-005,9R02-91119,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.8,0.0,1.0,4.0,Vans,Plumas County,,needed,0.0,0.0,1.0,1.0,0.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Redwood Coast Transit Authority,BCG0002460,Operating Assistance Sliding Scale,300902,64BO20-01444,173199.0,173199.0,173199.0,0.0,0.0,Open,Redwood Coast Transit Authority,Crescent City,CA,9R02-002,9R02-91097,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,Vans,Redwood Coast Transit Authority,261.0,"ok,needed",0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Riverside Transit Agency,BCG0002431,Operating Assistance Sliding Scale,300902,64BO20-01445,505365.0,505365.0,505365.0,0.0,0.0,Open,Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,1932666.0,298.0,,2.0,1.0,0.0,0.0,0.0,0.0,20.0,,,16.0,1.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,San Diego Metropolitan Transit System,BCG0002483,Operating Assistance Sliding Scale,300902,64BO20-01447,323827.0,323827.0,0.0,323827.0,0.0,Open,San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,74.0,351277.0,0.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,San Joaquin Regional Transit District,BCG0002444,Operating Assistance Sliding Scale ,300902,64BO20-01448,176940.0,366451.0,58105.16,118834.84,0.0,Open,San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583.0,117.0,,4.0,1.0,2.0,0.0,0.0,0.0,26.0,,,17.0,2.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,San Joaquin Regional Transit District,BCG0002444,Operating Assistance Sliding Scale ,300902,64BO20-01448,189511.0,366451.0,58105.16,131405.84,0.0,Open,San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583.0,117.0,,4.0,1.0,2.0,0.0,0.0,0.0,26.0,,,17.0,2.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,San Luis Obispo Regional Transit Authority,BCG0002512,Operating Assistance Sliding Scale,300902,64BO20-01449,564632.0,564632.0,564632.0,0.0,0.0,Open,San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,59219.0,49.0,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,,4.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,San Mateo County Transit District,BCG0002409,Operating Assistance Sliding Scale,300902,64BO20-01450,173369.0,173369.0,173369.0,0.0,0.0,Open,"San Mateo County Transit District, dba: SamTrans",San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,383.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,37.0,8.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Santa Clara Valley Transportation Authority,BCG0002407,Operating Assistance Sliding Scale,300902,64BO20-01451,88590.0,88590.0,88590.0,0.0,0.0,Open,Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1664496.0,635.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92.0,26405.0,0.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Santa Cruz Metropolitan Transit District,BCG0002442,Operating Assistance Sliding Scale,300902,64BO20-01452,191234.0,191234.0,191234.0,0.0,0.0,Open,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,221111.0,10.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sierra County Transportation Commission,BCG0001627,Operating Assistance Sliding Scale ,300902,64BO20-01453,48000.0,48000.0,48000.0,0.0,0.0,Open,Sierra County Transportation Commission,Downieville,CA,9R02-052,9R02-91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0.0,2.0,0.0,Vans,Sierra County Transportation Commission,304.0,,0.0,0.0,1.0,1.0,0.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sonoma County Transit,BCG0002474,Purchase Replacement < 30 Ft Bus,111204,64BC20-01386,168064.0,168064.0,0.0,168064.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sonoma County Transit,BCG0002475,Purchase Replacement < 30 Ft Bus,111204,64BC20-01386,214874.0,214874.0,0.0,214874.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sonoma County Transit,BCG0002476,Purchase Replacement Van,111215,64BC20-01386,51013.0,51013.0,0.0,51013.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sonoma County Transit,BCG0002478,Purchase Replacement Van,111215,64BC20-01386,51013.0,51013.0,0.0,51013.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sonoma County Transit,BCG0002481,Purchase Replacement Van,111215,64BC20-01386,51013.0,51013.0,0.0,51013.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Sunline Transit Agency,BCG0002497,Operating Assistance Sliding Scale,300902,64BO20-01455,303219.0,303219.0,0.0,303219.0,0.0,Open,SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,345580.0,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,47209.8,5.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Town of Truckee,BCG0002445,Operating Assistance Sliding Scale ,300902,64BO20-01457,100585.0,100585.0,100585.0,0.0,0.0,Open,Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.5,0.0,6.0,2.0,Vans,Town of Truckee,340.0,"needed,needed,needed",0.0,0.0,1.0,1.0,0.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Transit Joint Powers Authority for Merced County,BCG0002466,Operating Assistance Sliding Scale ,300902,64BO20-01458,569275.0,569275.0,569275.0,0.0,0.0,Open,"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,136969.0,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,43411.0,9.0,0.0,Vans,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Victor Valley Transit Authority,BCG0002469,Operating Assistance Sliding Scale,300902,64BO20-01461,710112.0,710112.0,710112.0,0.0,0.0,Open,Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,328454.0,319.0,,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1.25,26235.5615,241.0,3.0,Vans,,,,,,,,,
